State,City,District,Crime Type,Date & Time,Latitude,Longitude,Accused Age,Accused Gender,Prior Convictions,Victim Age,Victim Gender,Victim Relationship,FIR Filed,Case Status
Maharashtra,Thane,Thane,Assault,9/27/2024 21:53,19.2183,72.9781,41,Male,4,75,Male,Neighbor,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,7/14/2022 4:59,26.4499,80.3319,45,Female,3,22,Male,Neighbor,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,10/14/2024 0:28,11.0168,76.9558,39,Male,0,46,Male,Stranger,No,Unsolved
Tamil Nadu,Chennai,Chennai,Theft,7/28/2024 7:07,13.0827,80.2707,60,Female,0,11,Male,Stranger,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Assault,3/12/2023 13:06,11.0168,76.9558,34,Female,3,14,Male,Stranger,Yes,Solved
Maharashtra,Nagpur,Nagpur,Burglary,8/13/2020 3:58,21.1458,79.0882,30,Male,5,48,Female,Neighbor,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,2/20/2021 17:36,21.1458,79.0882,51,Male,2,77,Male,Neighbor,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Assault,6/5/2021 3:27,13.0827,80.2707,41,Male,5,21,Female,Neighbor,Yes,Ongoing
Uttar Pradesh,Kakori,Lucknow,Fraud,4/12/2024 15:38,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Uttar Pradesh,Agra,Agra,Burglary,6/3/2021 3:12,27.1767,78.0081,22,Male,5,39,Female,Friend,No,Solved
Maharashtra,Nagpur,Nagpur,Murder,8/11/2021 19:09,21.1458,79.0882,18,Male,3,36,Male,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Assault,3/12/2023 13:06,11.0168,76.9558,34,Female,3,14,Male,Stranger,Yes,Solved
Tamil Nadu,Chennai,Chennai,Assault,8/8/2021 6:04,13.0827,80.2707,53,Male,4,64,Female,Neighbor,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Theft,8/1/2024 9:24,21.1458,79.0882,28,Female,3,9,Female,Family,Yes,Solved
Tamil Nadu,Chennai,Chennai,Theft,10/4/2024 13:10,13.0827,80.2707,46,Female,4,53,Female,Friend,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Fraud,8/1/2023 0:08,11.0168,76.9558,39,Female,5,71,Male,Family,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Assault,10/30/2023 16:47,11.0168,76.9558,23,Male,3,61,Male,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Fraud,10/16/2020 0:37,27.1767,78.0081,56,Female,0,32,Male,Neighbor,No,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,3/15/2024 20:44,21.1458,79.0882,40,Female,2,10,Female,Stranger,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Fraud,7/25/2021 22:38,13.0827,80.2707,55,Male,2,16,Female,Neighbor,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,5/13/2022 12:49,26.4499,80.3319,45,Female,5,40,Female,Family,No,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Assault,5/10/2020 15:03,26.8467,80.9462,48,Male,3,47,Male,Colleague,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,2/20/2021 17:36,21.1458,79.0882,51,Male,2,77,Male,Neighbor,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,2/6/2023 18:10,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,4/5/2023 23:19,26.4499,80.3319,30,Male,2,65,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Kidnapping,7/23/2020 21:44,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,12/7/2022 9:53,26.4499,80.3319,28,Male,4,22,Female,Friend,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Murder,1/16/2025 15:07,11.0168,76.9558,37,Female,5,42,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Chinhat,Lucknow,Theft,4/23/2022 5:42,26.8467,80.9462,56,Male,5,62,Male,Friend,No,Solved
Uttar Pradesh,Kakori,Lucknow,Fraud,4/12/2024 15:38,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Maharashtra,Pune,Pune,Murder,6/12/2023 1:25,18.5204,73.8567,29,Female,3,72,Male,Neighbor,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Theft,1/9/2022 12:45,13.0827,80.2707,19,Female,1,70,Female,Neighbor,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Murder,1/27/2023 6:28,13.0827,80.2707,20,Male,2,5,Female,Friend,No,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,7/14/2022 21:23,13.0827,80.2707,24,Male,3,5,Female,Stranger,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2/21/2021 14:14,11.0168,76.9558,40,Male,0,11,Female,Friend,No,Ongoing
Maharashtra,Thane,Thane,Murder,6/15/2023 19:01,19.2183,72.9781,32,Male,1,25,Female,Friend,Yes,Solved
Maharashtra,Thane,Thane,Burglary,2/1/2023 7:33,19.2183,72.9781,35,Female,3,23,Female,Stranger,No,Unsolved
Maharashtra,Thane,Mumbai,Kidnapping,3/9/2020 8:08,19.076,72.8777,37,Female,3,52,Female,Stranger,No,Unsolved
Maharashtra,Dombivli,Mumbai,Fraud,8/4/2020 10:38,19.076,72.8777,36,Male,3,51,Female,Colleague,Yes,Ongoing
Maharashtra,Pune,Pune,Fraud,6/25/2024 6:05,18.5204,73.8567,50,Female,5,17,Female,Friend,No,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Theft,8/7/2021 2:12,26.8467,80.9462,46,Female,0,19,Female,Stranger,No,Solved
Maharashtra,Thane,Thane,Assault,6/26/2022 14:33,19.2183,72.9781,34,Female,3,78,Male,Neighbor,Yes,Solved
Uttar Pradesh,Agra,Agra,Fraud,10/16/2020 0:37,27.1767,78.0081,56,Female,0,32,Male,Neighbor,No,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,4/23/2020 0:45,21.1458,79.0882,54,Male,5,25,Male,Stranger,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2/8/2021 13:00,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,7/14/2022 4:59,26.4499,80.3319,45,Female,3,22,Male,Neighbor,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Fraud,8/1/2023 0:08,11.0168,76.9558,39,Female,5,71,Male,Family,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Murder,12/8/2024 23:15,25.3176,82.9739,38,Female,4,68,Female,Friend,No,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,7/19/2024 15:16,21.1458,79.0882,26,Female,5,62,Female,Friend,Yes,Solved
Maharashtra,Pune,Pune,Theft,4/16/2021 19:06,18.5204,73.8567,42,Female,1,11,Male,Neighbor,No,Ongoing
Uttar Pradesh,Agra,Agra,Burglary,4/22/2023 5:37,27.1767,78.0081,54,Male,1,24,Male,Stranger,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Assault,8/8/2021 6:04,13.0827,80.2707,53,Male,4,64,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Burglary,6/3/2021 3:12,27.1767,78.0081,22,Male,5,39,Female,Friend,No,Solved
Maharashtra,Navi Mumbai,Mumbai,Kidnapping,8/27/2022 9:43,19.076,72.8777,37,Male,1,6,Male,Colleague,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,9/24/2021 2:12,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2/8/2021 13:00,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Maharashtra,Thane,Thane,Theft,6/16/2023 15:44,19.2183,72.9781,53,Female,1,66,Male,Stranger,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Fraud,8/1/2023 0:08,11.0168,76.9558,39,Female,5,71,Male,Family,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,11/24/2024 2:14,26.4499,80.3319,46,Female,5,71,Female,Neighbor,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Assault,8/28/2020 13:48,11.0168,76.9558,60,Female,4,40,Female,Neighbor,No,Ongoing
Uttar Pradesh,Malihabad,Lucknow,Burglary,3/25/2022 23:20,26.8467,80.9462,26,Female,3,43,Female,Stranger,No,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,7/6/2023 11:29,13.0827,80.2707,42,Female,4,6,Female,Neighbor,No,Solved
Maharashtra,Nagpur,Nagpur,Fraud,3/15/2024 20:44,21.1458,79.0882,40,Female,2,10,Female,Stranger,Yes,Unsolved
Maharashtra,Thane,Thane,Burglary,7/29/2024 4:51,19.2183,72.9781,59,Female,0,75,Male,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Assault,8/3/2021 19:16,18.5204,73.8567,18,Female,1,30,Male,Colleague,No,Solved
Tamil Nadu,Chennai,Chennai,Fraud,9/24/2020 13:49,13.0827,80.2707,27,Female,0,70,Female,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Theft,5/9/2024 11:31,18.5204,73.8567,39,Male,4,28,Male,Neighbor,Yes,Unsolved
Maharashtra,Thane,Thane,Murder,11/28/2021 9:43,19.2183,72.9781,45,Female,4,72,Female,Family,No,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,2/20/2021 17:36,21.1458,79.0882,51,Male,2,77,Male,Neighbor,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Murder,7/10/2020 17:05,21.1458,79.0882,55,Female,5,80,Male,Friend,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,9/7/2020 3:25,27.1767,78.0081,55,Female,5,80,Male,Stranger,No,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,12/29/2021 9:02,21.1458,79.0882,25,Male,1,53,Male,Family,No,Ongoing
Uttar Pradesh,Kakori,Lucknow,Theft,11/9/2021 1:01,26.8467,80.9462,54,Male,1,25,Male,Neighbor,No,Ongoing
Tamil Nadu,Chennai,Chennai,Theft,1/9/2022 12:45,13.0827,80.2707,19,Female,1,70,Female,Neighbor,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,1/16/2025 15:07,11.0168,76.9558,37,Female,5,42,Female,Neighbor,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Murder,4/10/2021 3:07,11.0168,76.9558,33,Female,5,22,Female,Stranger,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Murder,11/7/2023 23:47,25.3176,82.9739,42,Male,1,46,Female,Neighbor,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,12/25/2021 7:09,25.3176,82.9739,58,Female,0,19,Male,Friend,No,Unsolved
Maharashtra,Nagpur,Nagpur,Murder,8/11/2021 19:09,21.1458,79.0882,18,Male,3,36,Male,Family,No,Ongoing
Maharashtra,Nagpur,Nagpur,Burglary,10/15/2024 6:56,21.1458,79.0882,46,Female,4,29,Male,Friend,No,Unsolved
Maharashtra,Thane,Thane,Fraud,1/8/2024 6:52,19.2183,72.9781,19,Female,4,42,Female,Family,No,Unsolved
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Murder,11/10/2021 18:18,26.8467,80.9462,27,Male,0,46,Female,Stranger,No,Unsolved
Maharashtra,Navi Mumbai,Mumbai,Theft,7/8/2022 22:55,19.076,72.8777,18,Female,3,30,Male,Colleague,No,Ongoing
Uttar Pradesh,Agra,Agra,Assault,10/3/2021 12:16,27.1767,78.0081,28,Male,5,47,Male,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,9/7/2020 3:25,27.1767,78.0081,55,Female,5,80,Male,Stranger,No,Ongoing
Maharashtra,Thane,Mumbai,Kidnapping,1/1/2021 5:56,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved
Maharashtra,Thane,Mumbai,Theft,4/29/2020 23:08,19.076,72.8777,38,Male,3,80,Male,Colleague,Yes,Solved
Maharashtra,Thane,Mumbai,Kidnapping,3/9/2020 8:08,19.076,72.8777,37,Female,3,52,Female,Stranger,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,9/24/2021 2:12,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,1/17/2024 20:03,21.1458,79.0882,35,Male,1,67,Female,Family,Yes,Ongoing
Maharashtra,Pune,Pune,Fraud,6/25/2024 6:05,18.5204,73.8567,50,Female,5,17,Female,Friend,No,Unsolved
Tamil Nadu,Chennai,Chennai,Kidnapping,4/27/2020 15:57,13.0827,80.2707,42,Male,3,26,Female,Stranger,Yes,Unsolved
Maharashtra,Thane,Thane,Assault,7/16/2020 11:15,19.2183,72.9781,32,Male,2,47,Male,Stranger,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,4/10/2021 3:07,11.0168,76.9558,33,Female,5,22,Female,Stranger,No,Solved
Uttar Pradesh,Chinhat,Lucknow,Theft,4/23/2022 5:42,26.8467,80.9462,56,Male,5,62,Male,Friend,No,Solved
Maharashtra,Thane,Thane,Fraud,1/8/2024 6:52,19.2183,72.9781,19,Female,4,42,Female,Family,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Assault,8/28/2020 13:48,11.0168,76.9558,60,Female,4,40,Female,Neighbor,No,Ongoing
Tamil Nadu,Chennai,Chennai,Theft,3/11/2020 11:36,13.0827,80.2707,32,Male,2,17,Male,Family,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,7/30/2022 18:37,27.1767,78.0081,24,Female,1,39,Male,Friend,No,Solved
Tamil Nadu,Chennai,Chennai,Fraud,4/25/2021 4:21,13.0827,80.2707,32,Male,4,39,Female,Family,No,Ongoing
Maharashtra,Pune,Pune,Murder,11/11/2024 21:05,18.5204,73.8567,33,Male,3,76,Male,Family,Yes,Solved
Maharashtra,Nagpur,Nagpur,Burglary,8/13/2020 3:58,21.1458,79.0882,30,Male,5,48,Female,Neighbor,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,7/9/2023 0:23,11.0168,76.9558,53,Female,5,47,Female,Neighbor,No,Solved
Maharashtra,Bhiwandi,Mumbai,Murder,12/4/2021 10:37,19.076,72.8777,25,Male,0,45,Male,Colleague,No,Unsolved
Maharashtra,Thane,Thane,Assault,9/27/2024 21:53,19.2183,72.9781,41,Male,4,75,Male,Neighbor,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Assault,3/25/2021 0:02,25.3176,82.9739,19,Female,3,36,Male,Family,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,6/5/2020 2:33,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Maharashtra,Nagpur,Nagpur,Burglary,9/4/2024 20:49,21.1458,79.0882,29,Female,3,30,Female,Neighbor,No,Ongoing
Maharashtra,Pune,Pune,Assault,8/3/2021 19:16,18.5204,73.8567,18,Female,1,30,Male,Colleague,No,Solved
Uttar Pradesh,Agra,Agra,Fraud,11/8/2022 0:25,27.1767,78.0081,38,Female,0,6,Female,Friend,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,5/6/2024 0:12,11.0168,76.9558,26,Male,3,80,Male,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2/15/2020 4:37,11.0168,76.9558,51,Female,4,54,Female,Family,Yes,Unsolved
Uttar Pradesh,Kakori,Lucknow,Theft,2/18/2020 3:01,26.8467,80.9462,39,Male,0,26,Female,Friend,No,Unsolved
Uttar Pradesh,Mohanlalganj,Lucknow,Theft,1/3/2025 13:10,26.8467,80.9462,39,Male,5,64,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Mohanlalganj,Lucknow,Murder,9/5/2022 5:55,26.8467,80.9462,41,Male,3,13,Female,Stranger,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Theft,11/19/2023 23:52,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,10/7/2023 13:31,25.3176,82.9739,28,Female,4,32,Female,Colleague,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,12/29/2021 9:02,21.1458,79.0882,25,Male,1,53,Male,Family,No,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,9/19/2023 5:34,21.1458,79.0882,59,Female,1,30,Male,Family,Yes,Unsolved
Maharashtra,Vasai,Mumbai,Fraud,4/5/2022 23:40,19.076,72.8777,43,Male,5,62,Female,Neighbor,Yes,Solved
Maharashtra,Thane,Thane,Assault,9/27/2024 21:53,19.2183,72.9781,41,Male,4,75,Male,Neighbor,No,Unsolved
Tamil Nadu,Chennai,Chennai,Kidnapping,4/27/2020 15:57,13.0827,80.2707,42,Male,3,26,Female,Stranger,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Murder,1/16/2025 15:07,11.0168,76.9558,37,Female,5,42,Female,Neighbor,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Theft,8/31/2023 6:50,21.1458,79.0882,35,Female,0,22,Male,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,11/28/2021 7:53,27.1767,78.0081,31,Male,3,24,Male,Family,Yes,Solved
Maharashtra,Thane,Thane,Theft,6/16/2023 15:44,19.2183,72.9781,53,Female,1,66,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Kidnapping,7/23/2020 21:44,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,9/17/2023 10:20,21.1458,79.0882,26,Male,5,13,Male,Neighbor,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2/6/2022 6:35,25.3176,82.9739,41,Female,4,73,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,4/5/2023 23:19,26.4499,80.3319,30,Male,2,65,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Kidnapping,2/23/2021 21:50,18.5204,73.8567,32,Male,5,47,Female,Stranger,Yes,Ongoing
Maharashtra,Mira Bhayandar,Mumbai,Murder,2/6/2025 16:00,19.076,72.8777,19,Female,2,11,Female,Colleague,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,4/29/2020 4:02,26.4499,80.3319,35,Male,3,28,Male,Stranger,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Theft,12/11/2022 4:05,25.3176,82.9739,49,Male,1,43,Female,Colleague,Yes,Solved
Uttar Pradesh,Kakori,Lucknow,Theft,2/18/2020 3:01,26.8467,80.9462,39,Male,0,26,Female,Friend,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,12/2/2020 0:03,27.1767,78.0081,35,Female,1,59,Male,Neighbor,Yes,Solved
Maharashtra,Thane,Mumbai,Kidnapping,3/9/2020 8:08,19.076,72.8777,37,Female,3,52,Female,Stranger,No,Unsolved
Maharashtra,Nagpur,Nagpur,Murder,8/27/2020 16:48,21.1458,79.0882,44,Male,5,21,Female,Colleague,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,3/26/2023 17:02,11.0168,76.9558,32,Female,4,69,Female,Family,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,4/23/2020 0:45,21.1458,79.0882,54,Male,5,25,Male,Stranger,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Theft,8/11/2023 10:14,11.0168,76.9558,58,Male,4,59,Male,Friend,No,Solved
Tamil Nadu,Chennai,Chennai,Theft,1/1/2025 6:28,13.0827,80.2707,55,Male,4,10,Male,Family,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Assault,6/5/2021 3:27,13.0827,80.2707,41,Male,5,21,Female,Neighbor,Yes,Ongoing
Maharashtra,Pune,Pune,Theft,5/9/2024 11:31,18.5204,73.8567,39,Male,4,28,Male,Neighbor,Yes,Unsolved
Maharashtra,Pune,Pune,Murder,11/11/2024 21:05,18.5204,73.8567,33,Male,3,76,Male,Family,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,7/17/2022 2:03,26.4499,80.3319,29,Male,2,52,Female,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Murder,6/12/2023 1:25,18.5204,73.8567,29,Female,3,72,Male,Neighbor,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Murder,7/10/2020 17:05,21.1458,79.0882,55,Female,5,80,Male,Friend,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,10/25/2020 6:26,26.4499,80.3319,20,Male,2,68,Male,Colleague,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,1/5/2025 15:49,11.0168,76.9558,50,Male,5,41,Male,Stranger,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,6/5/2020 2:33,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Murder,1/16/2021 5:56,27.1767,78.0081,57,Female,1,32,Female,Neighbor,Yes,Solved
Maharashtra,Nagpur,Nagpur,Kidnapping,2/20/2021 17:36,21.1458,79.0882,51,Male,2,77,Male,Neighbor,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2/8/2021 13:00,26.4499,80.3319,30,Male,3,79,Male,Family,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,8/19/2022 18:03,26.4499,80.3319,20,Male,2,55,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Gosainganj,Lucknow,Assault,2/7/2022 23:04,26.8467,80.9462,47,Male,5,50,Male,Friend,Yes,Unsolved
Maharashtra,Pune,Pune,Fraud,6/25/2024 6:05,18.5204,73.8567,50,Female,5,17,Female,Friend,No,Unsolved
Maharashtra,Bhiwandi,Mumbai,Murder,12/4/2021 10:37,19.076,72.8777,25,Male,0,45,Male,Colleague,No,Unsolved
Uttar Pradesh,Gosainganj,Lucknow,Kidnapping,6/20/2021 22:31,26.8467,80.9462,47,Male,2,51,Female,Friend,Yes,Ongoing
Maharashtra,Bhiwandi,Mumbai,Murder,12/4/2021 10:37,19.076,72.8777,25,Male,0,45,Male,Colleague,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Fraud,11/27/2022 18:33,25.3176,82.9739,39,Male,5,22,Female,Neighbor,No,Solved
Maharashtra,Nagpur,Nagpur,Burglary,10/15/2024 6:56,21.1458,79.0882,46,Female,4,29,Male,Friend,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,4/24/2021 10:40,11.0168,76.9558,57,Female,3,64,Female,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Theft,8/10/2022 12:20,11.0168,76.9558,56,Male,1,59,Male,Friend,Yes,Solved
Maharashtra,Thane,Thane,Burglary,7/29/2024 4:51,19.2183,72.9781,59,Female,0,75,Male,Stranger,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Murder,11/2/2024 11:20,26.4499,80.3319,31,Female,0,57,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,12/2/2020 0:03,27.1767,78.0081,35,Female,1,59,Male,Neighbor,Yes,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,9/7/2020 3:25,27.1767,78.0081,55,Female,5,80,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Fraud,9/25/2020 14:08,18.5204,73.8567,29,Male,5,54,Female,Family,No,Ongoing
Uttar Pradesh,Malihabad,Lucknow,Assault,6/30/2020 22:26,26.8467,80.9462,27,Male,5,16,Female,Friend,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Fraud,10/10/2024 22:29,25.3176,82.9739,41,Female,2,78,Male,Friend,No,Solved
Maharashtra,Dombivli,Mumbai,Theft,12/14/2022 14:16,19.076,72.8777,21,Female,2,63,Male,Colleague,Yes,Ongoing
Maharashtra,Pune,Pune,Assault,11/24/2020 6:42,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Maharashtra,Thane,Thane,Assault,8/27/2022 3:15,19.2183,72.9781,51,Male,5,16,Female,Stranger,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,12/27/2022 14:55,11.0168,76.9558,59,Female,0,66,Female,Colleague,No,Ongoing
Maharashtra,Pune,Pune,Burglary,2/28/2020 3:04,18.5204,73.8567,56,Female,2,60,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Assault,6/3/2020 11:45,25.3176,82.9739,28,Female,2,24,Male,Neighbor,Yes,Solved
Maharashtra,Nagpur,Nagpur,Fraud,3/15/2024 20:44,21.1458,79.0882,40,Female,2,10,Female,Stranger,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Burglary,1/1/2024 6:13,21.1458,79.0882,58,Male,3,30,Male,Friend,No,Ongoing
Uttar Pradesh,Agra,Agra,Murder,2/18/2021 9:03,27.1767,78.0081,41,Female,0,43,Male,Colleague,Yes,Ongoing
Maharashtra,Vasai,Mumbai,Fraud,4/5/2022 23:40,19.076,72.8777,43,Male,5,62,Female,Neighbor,Yes,Solved
Maharashtra,Nagpur,Nagpur,Fraud,6/4/2021 13:56,21.1458,79.0882,40,Male,5,78,Female,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Burglary,2/28/2020 3:04,18.5204,73.8567,56,Female,2,60,Male,Colleague,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Theft,1/11/2022 6:43,21.1458,79.0882,54,Male,4,6,Female,Friend,Yes,Ongoing
Maharashtra,Pune,Pune,Assault,11/24/2020 6:42,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Burglary,8/28/2024 15:35,13.0827,80.2707,54,Female,0,65,Female,Friend,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Murder,1/3/2021 2:35,11.0168,76.9558,32,Female,2,61,Female,Colleague,No,Unsolved
Maharashtra,Pune,Pune,Assault,11/24/2020 6:42,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Murder,11/1/2021 22:30,21.1458,79.0882,30,Male,1,24,Female,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Burglary,6/3/2021 3:12,27.1767,78.0081,22,Male,5,39,Female,Friend,No,Solved
Maharashtra,Navi Mumbai,Mumbai,Fraud,8/22/2022 9:16,19.076,72.8777,40,Female,3,17,Male,Colleague,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,6/5/2020 2:33,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Maharashtra,Thane,Thane,Theft,6/16/2023 15:44,19.2183,72.9781,53,Female,1,66,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Fraud,5/21/2021 1:09,18.5204,73.8567,52,Male,3,23,Male,Family,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,12/20/2021 2:12,26.4499,80.3319,53,Male,3,10,Male,Friend,No,Solved
Maharashtra,Thane,Mumbai,Theft,11/12/2021 2:40,19.076,72.8777,41,Female,5,42,Female,Friend,No,Solved
