ward,crime_type,month,crime_count
Louis Wadi,Drug Offense,2018-06,2
Louis Wadi,Drug Offense,2018-07,1
Louis Wadi,Drug Offense,2019-04,1
Louis Wadi,Drug Offense,2020-02,1
Louis Wadi,Drug Offense,2020-04,1
Louis Wadi,Drug Offense,2020-05,1
Louis Wadi,Drug Offense,2020-06,2
Louis Wadi,Drug Offense,2021-08,1
Louis Wadi,Drug Offense,2021-09,1
Louis Wadi,Drug Offense,2022-06,1
Louis Wadi,Drug Offense,2022-10,1
Louis Wadi,Drug Offense,2023-07,1
Louis Wadi,Drug Offense,2023-12,1
Louis Wadi,Drug Offense,2024-06,1
Louis Wadi,Drug Offense,2025-03,1
Louis Wadi,Drug Offense,2025-08,1
Louis Wadi,Fraud,2018-08,1
Louis Wadi,Fraud,2019-01,1
Louis Wadi,Fraud,2019-02,1
Louis Wadi,Fraud,2019-03,1
Louis Wadi,Fraud,2019-08,1
Louis Wadi,Fraud,2019-10,1
Louis Wadi,Fraud,2019-12,1
Louis Wadi,Fraud,2020-02,1
Louis Wadi,Fraud,2021-01,1
Louis Wadi,Fraud,2021-04,1
Louis Wadi,Fraud,2022-03,1
Louis Wadi,Fraud,2022-06,1
Louis Wadi,Fraud,2022-09,1
Louis Wadi,Fraud,2022-11,1
Louis Wadi,Fraud,2022-12,1
Louis Wadi,Fraud,2023-01,2
Louis Wadi,Fraud,2023-02,1
Louis Wadi,Fraud,2023-04,2
Louis Wadi,Fraud,2023-06,1
Louis Wadi,Fraud,2023-11,2
Louis Wadi,Fraud,2024-03,1
Louis Wadi,Fraud,2025-12,1
Louis Wadi,Kidnapping,2019-06,1
Louis Wadi,Kidnapping,2019-08,1
Louis Wadi,Kidnapping,2019-11,1
Louis Wadi,Kidnapping,2020-04,1
Louis Wadi,Kidnapping,2020-12,1
Louis Wadi,Kidnapping,2021-04,1
Louis Wadi,Kidnapping,2021-08,1
Louis Wadi,Kidnapping,2022-07,2
Louis Wadi,Kidnapping,2023-03,1
Louis Wadi,Kidnapping,2023-07,1
Louis Wadi,Kidnapping,2023-11,1
Louis Wadi,Kidnapping,2025-10,2
Louis Wadi,Murder,2018-04,1
Louis Wadi,Murder,2019-08,1
Louis Wadi,Murder,2019-10,2
Louis Wadi,Murder,2020-01,1
Louis Wadi,Murder,2020-06,1
Louis Wadi,Murder,2020-10,1
Louis Wadi,Murder,2020-12,1
Louis Wadi,Murder,2021-02,1
Louis Wadi,Murder,2021-04,1
Louis Wadi,Murder,2022-01,2
Louis Wadi,Murder,2022-02,1
Louis Wadi,Murder,2022-05,1
Louis Wadi,Murder,2022-06,1
Louis Wadi,Murder,2022-07,1
Louis Wadi,Murder,2022-08,1
Louis Wadi,Murder,2022-12,1
Louis Wadi,Murder,2023-01,1
Louis Wadi,Murder,2023-02,1
Louis Wadi,Murder,2023-03,1
Louis Wadi,Murder,2024-01,1
Louis Wadi,Murder,2024-05,1
Louis Wadi,Murder,2024-11,1
Louis Wadi,Murder,2025-02,1
Louis Wadi,Murder,2025-06,1
Louis Wadi,Murder,2025-09,1
Louis Wadi,Robbery,2018-02,1
Louis Wadi,Robbery,2018-04,1
Louis Wadi,Robbery,2018-06,1
Louis Wadi,Robbery,2018-12,1
Louis Wadi,Robbery,2019-04,1
Louis Wadi,Robbery,2020-02,1
Louis Wadi,Robbery,2020-05,1
Louis Wadi,Robbery,2020-06,2
Louis Wadi,Robbery,2021-02,1
Louis Wadi,Robbery,2021-04,1
Louis Wadi,Robbery,2021-07,1
Louis Wadi,Robbery,2021-11,1
Louis Wadi,Robbery,2022-02,1
Louis Wadi,Robbery,2022-08,1
Louis Wadi,Robbery,2022-11,1
Louis Wadi,Robbery,2022-12,1
Louis Wadi,Robbery,2023-11,2
Louis Wadi,Robbery,2024-06,1
Louis Wadi,Robbery,2024-07,1
Louis Wadi,Robbery,2025-02,1
Louis Wadi,Robbery,2025-07,1
Louis Wadi,Theft,2018-01,1
Louis Wadi,Theft,2019-01,1
Louis Wadi,Theft,2019-06,1
Louis Wadi,Theft,2019-07,1
Louis Wadi,Theft,2019-08,3
Louis Wadi,Theft,2020-04,1
Louis Wadi,Theft,2020-07,1
Louis Wadi,Theft,2020-09,1
Louis Wadi,Theft,2020-10,1
Louis Wadi,Theft,2021-03,1
Louis Wadi,Theft,2021-05,1
Louis Wadi,Theft,2021-12,1
Louis Wadi,Theft,2022-03,1
Louis Wadi,Theft,2022-04,1
Louis Wadi,Theft,2022-07,1
Louis Wadi,Theft,2022-10,1
Louis Wadi,Theft,2023-09,1
Louis Wadi,Theft,2023-10,2
Louis Wadi,Theft,2024-06,1
Louis Wadi,Theft,2024-08,1
Louis Wadi,Theft,2025-01,1
Louis Wadi,Theft,2025-03,1
Louis Wadi,Theft,2025-04,3
Louis Wadi,Theft,2025-08,1
Louis Wadi,Theft,2025-09,1
Majiwada,Assault,2018-03,1
Majiwada,Assault,2018-07,1
Majiwada,Assault,2018-12,1
Majiwada,Assault,2019-08,1
Majiwada,Assault,2020-07,2
Majiwada,Assault,2020-08,1
Majiwada,Assault,2020-11,3
Majiwada,Assault,2021-03,1
Majiwada,Assault,2021-05,1
Majiwada,Assault,2021-09,2
Majiwada,Assault,2021-11,1
Majiwada,Assault,2022-04,1
Majiwada,Assault,2022-09,1
Majiwada,Assault,2023-01,1
Majiwada,Assault,2023-02,1
Majiwada,Assault,2023-07,1
Majiwada,Assault,2023-08,1
Majiwada,Assault,2024-02,1
Majiwada,Assault,2024-05,1
Majiwada,Assault,2024-07,1
Majiwada,Assault,2024-08,1
Majiwada,Assault,2024-09,3
Majiwada,Assault,2024-11,1
Majiwada,Assault,2025-01,1
Majiwada,Assault,2025-05,1
Majiwada,Assault,2025-10,1
Majiwada,Burglary,2023-02,2
Majiwada,Burglary,2024-05,1
Majiwada,Burglary,2024-07,1
Majiwada,Cheating,2018-02,1
Majiwada,Cheating,2018-04,1
Majiwada,Cheating,2018-05,1
Majiwada,Cheating,2018-08,1
Majiwada,Cheating,2019-01,1
Majiwada,Cheating,2019-06,1
Majiwada,Cheating,2019-07,1
Majiwada,Cheating,2020-04,1
Majiwada,Cheating,2020-09,1
Majiwada,Cheating,2020-11,1
Majiwada,Cheating,2020-12,1
Majiwada,Cheating,2021-05,1
Majiwada,Cheating,2021-08,1
Majiwada,Cheating,2022-01,1
Majiwada,Cheating,2022-07,1
Majiwada,Cheating,2022-08,1
Majiwada,Cheating,2022-11,1
Majiwada,Cheating,2023-05,1
Majiwada,Cheating,2024-07,1
Majiwada,Cheating,2024-09,1
Majiwada,Cheating,2024-10,1
Majiwada,Cheating,2025-04,1
Majiwada,Cheating,2025-06,1
Majiwada,Cheating,2025-08,1
Majiwada,Cheating,2025-11,3
Majiwada,Cybercrime,2018-02,1
Majiwada,Cybercrime,2018-09,1
Majiwada,Cybercrime,2019-11,1
Majiwada,Cybercrime,2020-11,1
Majiwada,Cybercrime,2020-12,1
Majiwada,Cybercrime,2021-04,1
Majiwada,Cybercrime,2021-05,1
Majiwada,Cybercrime,2021-06,1
Majiwada,Cybercrime,2022-01,1
Majiwada,Cybercrime,2022-05,2
Majiwada,Cybercrime,2024-04,1
Majiwada,Cybercrime,2024-07,1
Majiwada,Cybercrime,2024-12,1
Majiwada,Cybercrime,2025-04,1
Majiwada,Cybercrime,2025-08,1
Majiwada,Domestic Violence,2018-08,1
Majiwada,Domestic Violence,2018-09,1
Majiwada,Domestic Violence,2019-01,1
Majiwada,Domestic Violence,2019-02,1
Majiwada,Domestic Violence,2020-02,1
Majiwada,Domestic Violence,2020-03,1
Majiwada,Domestic Violence,2020-04,1
Majiwada,Domestic Violence,2021-04,1
Majiwada,Domestic Violence,2021-08,1
Majiwada,Domestic Violence,2021-11,1
Majiwada,Domestic Violence,2021-12,1
Majiwada,Domestic Violence,2022-08,1
Majiwada,Domestic Violence,2022-09,2
Majiwada,Domestic Violence,2023-05,1
Majiwada,Domestic Violence,2023-06,1
Majiwada,Domestic Violence,2023-08,1
Majiwada,Domestic Violence,2023-09,1
Majiwada,Domestic Violence,2025-01,1
Majiwada,Domestic Violence,2025-05,1
Majiwada,Domestic Violence,2025-06,1
Majiwada,Domestic Violence,2025-07,1
Majiwada,Drug Offense,2018-04,1
Majiwada,Drug Offense,2018-06,1
Majiwada,Drug Offense,2018-08,1
Majiwada,Drug Offense,2019-05,1
Majiwada,Drug Offense,2019-06,1
Majiwada,Drug Offense,2019-07,1
Majiwada,Drug Offense,2020-04,1
Majiwada,Drug Offense,2020-07,1
Majiwada,Drug Offense,2020-09,1
Majiwada,Drug Offense,2020-10,1
Majiwada,Drug Offense,2020-11,1
Majiwada,Drug Offense,2020-12,1
Majiwada,Drug Offense,2021-11,1
Majiwada,Drug Offense,2022-04,1
Majiwada,Drug Offense,2022-09,1
Majiwada,Drug Offense,2023-06,1
Majiwada,Drug Offense,2023-12,2
Majiwada,Drug Offense,2025-03,1
Majiwada,Fraud,2018-07,2
Majiwada,Fraud,2019-01,1
Majiwada,Fraud,2019-05,1
Majiwada,Fraud,2019-06,1
Majiwada,Fraud,2019-09,1
Majiwada,Fraud,2019-10,2
Majiwada,Fraud,2020-02,2
Majiwada,Fraud,2020-04,1
Majiwada,Fraud,2020-12,1
Majiwada,Fraud,2021-03,1
Majiwada,Fraud,2021-07,1
Majiwada,Fraud,2021-12,2
Majiwada,Fraud,2022-04,1
Majiwada,Fraud,2022-05,3
Majiwada,Fraud,2022-06,1
Majiwada,Fraud,2022-09,1
Majiwada,Fraud,2023-02,2
Majiwada,Fraud,2023-03,1
Majiwada,Fraud,2023-11,2
Majiwada,Fraud,2024-01,3
Majiwada,Fraud,2024-12,1
Majiwada,Fraud,2025-01,1
Majiwada,Fraud,2025-02,1
Majiwada,Fraud,2025-06,1
Majiwada,Fraud,2025-07,1
Majiwada,Fraud,2025-11,1
Majiwada,Fraud,2025-12,1
Majiwada,Kidnapping,2018-01,1
Majiwada,Kidnapping,2019-01,1
Majiwada,Kidnapping,2019-04,1
Majiwada,Kidnapping,2019-06,1
Majiwada,Kidnapping,2019-09,1
Majiwada,Kidnapping,2019-12,1
Majiwada,Kidnapping,2020-03,3
Majiwada,Kidnapping,2021-01,2
Majiwada,Kidnapping,2021-04,1
Majiwada,Kidnapping,2021-06,1
Majiwada,Kidnapping,2021-07,1
Majiwada,Kidnapping,2022-04,1
Majiwada,Kidnapping,2022-08,1
Majiwada,Kidnapping,2023-03,1
Majiwada,Kidnapping,2023-06,1
Majiwada,Kidnapping,2023-08,1
Majiwada,Kidnapping,2024-03,2
Majiwada,Kidnapping,2024-08,1
Majiwada,Kidnapping,2024-10,2
Majiwada,Kidnapping,2025-06,1
Majiwada,Kidnapping,2025-10,1
Majiwada,Murder,2018-01,1
Majiwada,Murder,2018-05,1
Majiwada,Murder,2018-06,2
Majiwada,Murder,2019-09,1
Majiwada,Murder,2019-11,1
Majiwada,Murder,2019-12,1
Majiwada,Murder,2020-07,1
Majiwada,Murder,2021-02,2
Majiwada,Murder,2021-07,1
Majiwada,Murder,2021-08,1
Majiwada,Murder,2021-10,1
Majiwada,Murder,2021-11,2
Majiwada,Murder,2022-01,1
Majiwada,Murder,2022-02,2
Majiwada,Murder,2022-06,2
Majiwada,Murder,2022-11,1
Majiwada,Murder,2023-03,1
Majiwada,Murder,2023-06,1
Majiwada,Murder,2024-02,2
Majiwada,Murder,2024-04,1
Majiwada,Murder,2024-12,1
Majiwada,Murder,2025-02,1
Majiwada,Murder,2025-03,1
Majiwada,Murder,2025-04,1
Majiwada,Murder,2025-10,1
Majiwada,Robbery,2018-09,1
Majiwada,Robbery,2019-01,1
Majiwada,Robbery,2019-06,1
Majiwada,Robbery,2020-03,1
Majiwada,Robbery,2020-08,1
Majiwada,Robbery,2021-07,2
Majiwada,Robbery,2021-09,1
Majiwada,Robbery,2021-12,1
Majiwada,Robbery,2023-12,1
Majiwada,Robbery,2025-05,1
Majiwada,Robbery,2025-06,1
Majiwada,Robbery,2025-07,1
Majiwada,Robbery,2025-08,1
Majiwada,Robbery,2025-12,1
Majiwada,Theft,2018-02,2
Majiwada,Theft,2018-10,1
Majiwada,Theft,2019-03,1
Majiwada,Theft,2019-06,1
Majiwada,Theft,2019-09,1
Majiwada,Theft,2020-02,1
Majiwada,Theft,2020-04,1
Majiwada,Theft,2020-07,3
Majiwada,Theft,2021-02,1
Majiwada,Theft,2021-07,1
Majiwada,Theft,2021-09,1
Majiwada,Theft,2021-10,1
Majiwada,Theft,2021-12,2
Majiwada,Theft,2022-08,1
Majiwada,Theft,2022-11,2
Majiwada,Theft,2023-05,1
Majiwada,Theft,2023-06,2
Majiwada,Theft,2023-12,1
Majiwada,Theft,2024-09,1
Majiwada,Theft,2025-04,1
Majiwada,Theft,2025-08,1
Manpada,Assault,2018-03,1
Manpada,Assault,2018-05,1
Manpada,Assault,2018-07,1
Manpada,Assault,2018-10,2
Manpada,Assault,2019-07,1
Manpada,Assault,2020-07,1
Manpada,Assault,2020-10,1
Manpada,Assault,2020-11,2
Manpada,Assault,2021-01,1
Manpada,Assault,2021-02,1
Manpada,Assault,2021-05,1
Manpada,Assault,2022-01,1
Manpada,Assault,2022-06,3
Manpada,Assault,2022-07,1
Manpada,Assault,2022-08,2
Manpada,Assault,2023-01,3
Manpada,Assault,2023-12,1
Manpada,Assault,2024-05,1
Manpada,Assault,2024-08,1
Manpada,Assault,2024-09,1
Manpada,Assault,2024-10,1
Manpada,Assault,2025-05,1
Manpada,Burglary,2023-02,4
Manpada,Burglary,2024-05,1
Manpada,Burglary,2024-07,1
Manpada,Cheating,2018-03,1
Manpada,Cheating,2018-07,1
Manpada,Cheating,2018-08,1
Manpada,Cheating,2018-10,1
Manpada,Cheating,2018-12,1
Manpada,Cheating,2019-06,1
Manpada,Cheating,2019-12,1
Manpada,Cheating,2020-01,1
Manpada,Cheating,2020-02,1
Manpada,Cheating,2020-03,1
Manpada,Cheating,2021-01,1
Manpada,Cheating,2021-12,1
Manpada,Cheating,2022-05,1
Manpada,Cheating,2022-09,1
Manpada,Cheating,2022-10,1
Manpada,Cheating,2022-12,1
Manpada,Cheating,2023-06,1
Manpada,Cheating,2023-07,3
Manpada,Cheating,2023-11,1
Manpada,Cheating,2024-01,1
Manpada,Cheating,2024-03,1
Manpada,Cheating,2024-10,1
Manpada,Cheating,2025-02,1
Manpada,Cheating,2025-04,1
Manpada,Cheating,2025-07,1
Manpada,Cheating,2025-08,1
Manpada,Cheating,2025-10,1
Manpada,Cybercrime,2018-04,1
Manpada,Cybercrime,2019-01,1
Manpada,Cybercrime,2019-02,1
Manpada,Cybercrime,2019-03,2
Manpada,Cybercrime,2019-08,1
Manpada,Cybercrime,2019-10,2
Manpada,Cybercrime,2020-01,2
Manpada,Cybercrime,2020-03,1
Manpada,Cybercrime,2020-05,1
Manpada,Cybercrime,2020-08,1
Manpada,Cybercrime,2020-10,1
Manpada,Cybercrime,2021-01,1
Manpada,Cybercrime,2021-07,1
Manpada,Cybercrime,2021-11,1
Manpada,Cybercrime,2022-01,1
Manpada,Cybercrime,2022-08,1
Manpada,Cybercrime,2022-10,1
Manpada,Cybercrime,2023-11,1
Manpada,Cybercrime,2023-12,1
Manpada,Cybercrime,2024-03,1
Manpada,Cybercrime,2024-09,1
Manpada,Cybercrime,2025-08,1
Manpada,Domestic Violence,2018-03,1
Manpada,Domestic Violence,2018-06,1
Manpada,Domestic Violence,2018-08,1
Manpada,Domestic Violence,2019-02,1
Manpada,Domestic Violence,2019-03,1
Manpada,Domestic Violence,2019-08,1
Manpada,Domestic Violence,2019-10,1
Manpada,Domestic Violence,2019-11,1
Manpada,Domestic Violence,2020-05,1
Manpada,Domestic Violence,2020-07,1
Manpada,Domestic Violence,2020-08,1
Manpada,Domestic Violence,2020-10,1
Manpada,Domestic Violence,2021-01,1
Manpada,Domestic Violence,2021-05,2
Manpada,Domestic Violence,2021-10,1
Manpada,Domestic Violence,2022-01,1
Manpada,Domestic Violence,2022-09,1
Manpada,Domestic Violence,2022-11,1
Manpada,Domestic Violence,2023-02,2
Manpada,Domestic Violence,2023-07,1
Manpada,Domestic Violence,2024-01,1
Manpada,Domestic Violence,2024-06,2
Manpada,Domestic Violence,2025-01,1
Manpada,Domestic Violence,2025-05,1
Manpada,Domestic Violence,2025-09,2
Manpada,Drug Offense,2018-06,1
Manpada,Drug Offense,2018-09,1
Manpada,Drug Offense,2019-05,1
Manpada,Drug Offense,2019-12,1
Manpada,Drug Offense,2020-03,1
Manpada,Drug Offense,2020-10,1
Manpada,Drug Offense,2020-12,1
Manpada,Drug Offense,2021-07,1
Manpada,Drug Offense,2021-10,1
Manpada,Drug Offense,2022-01,1
Manpada,Drug Offense,2022-02,1
Manpada,Drug Offense,2022-08,1
Manpada,Drug Offense,2023-06,1
Manpada,Drug Offense,2023-11,1
Manpada,Drug Offense,2024-08,1
Manpada,Drug Offense,2025-03,1
Manpada,Drug Offense,2025-10,2
Manpada,Drug Offense,2025-12,1
Manpada,Fraud,2018-07,1
Manpada,Fraud,2018-10,1
Manpada,Fraud,2019-03,1
Manpada,Fraud,2019-07,1
Manpada,Fraud,2020-03,1
Manpada,Fraud,2020-05,1
Manpada,Fraud,2020-09,2
Manpada,Fraud,2020-10,1
Manpada,Fraud,2021-07,1
Manpada,Fraud,2021-09,1
Manpada,Fraud,2022-05,2
Manpada,Fraud,2022-09,1
Manpada,Fraud,2022-11,1
Manpada,Fraud,2023-02,1
Manpada,Fraud,2023-03,2
Manpada,Fraud,2023-04,1
Manpada,Fraud,2023-08,1
Manpada,Fraud,2023-09,1
Manpada,Fraud,2023-11,2
Manpada,Fraud,2024-01,4
Manpada,Fraud,2024-02,1
Manpada,Fraud,2024-09,1
Manpada,Fraud,2024-10,1
Manpada,Fraud,2025-04,2
Manpada,Fraud,2025-06,1
Manpada,Fraud,2025-12,1
Manpada,Kidnapping,2018-07,1
Manpada,Kidnapping,2018-11,1
Manpada,Kidnapping,2019-02,1
Manpada,Kidnapping,2019-08,1
Manpada,Kidnapping,2019-12,1
Manpada,Kidnapping,2020-10,1
Manpada,Kidnapping,2021-01,1
Manpada,Kidnapping,2022-02,1
Manpada,Kidnapping,2022-09,1
Manpada,Kidnapping,2022-11,1
Manpada,Kidnapping,2022-12,1
Manpada,Kidnapping,2023-04,1
Manpada,Kidnapping,2024-06,1
Manpada,Kidnapping,2024-07,1
Manpada,Kidnapping,2024-08,1
Manpada,Kidnapping,2025-01,1
Manpada,Kidnapping,2025-05,1
Manpada,Kidnapping,2025-08,1
Manpada,Kidnapping,2025-11,1
Manpada,Murder,2018-04,1
Manpada,Murder,2018-05,1
Manpada,Murder,2018-06,2
Manpada,Murder,2019-02,1
Manpada,Murder,2019-06,1
Manpada,Murder,2019-08,2
Manpada,Murder,2019-11,1
Manpada,Murder,2020-07,2
Manpada,Murder,2020-08,2
Manpada,Murder,2020-10,1
Manpada,Murder,2020-12,1
Manpada,Murder,2021-01,1
Manpada,Murder,2021-07,3
Manpada,Murder,2022-03,1
Manpada,Murder,2022-06,1
Manpada,Murder,2022-11,1
Manpada,Murder,2023-03,1
Manpada,Murder,2023-04,1
Manpada,Murder,2023-06,1
Manpada,Murder,2023-09,1
Manpada,Murder,2023-10,2
Manpada,Murder,2024-12,1
Manpada,Murder,2025-03,2
Manpada,Murder,2025-10,1
Manpada,Murder,2025-11,1
Manpada,Murder,2025-12,1
Manpada,Robbery,2018-01,1
Manpada,Robbery,2018-03,1
Manpada,Robbery,2018-04,1
Manpada,Robbery,2019-04,2
Manpada,Robbery,2019-07,2
Manpada,Robbery,2020-03,1
Manpada,Robbery,2020-05,1
Manpada,Robbery,2020-10,1
Manpada,Robbery,2021-11,1
Manpada,Robbery,2022-11,1
Manpada,Robbery,2022-12,1
Manpada,Robbery,2023-03,1
Manpada,Robbery,2023-09,1
Manpada,Robbery,2024-01,1
Manpada,Robbery,2025-03,1
Manpada,Robbery,2025-10,1
Manpada,Theft,2018-03,1
Manpada,Theft,2018-05,1
Manpada,Theft,2018-07,1
Manpada,Theft,2019-01,1
Manpada,Theft,2019-02,1
Manpada,Theft,2019-08,2
Manpada,Theft,2019-09,1
Manpada,Theft,2019-12,1
Manpada,Theft,2020-04,4
Manpada,Theft,2020-07,1
Manpada,Theft,2020-12,1
Manpada,Theft,2021-02,1
Manpada,Theft,2021-03,2
Manpada,Theft,2021-11,5
Manpada,Theft,2022-01,1
Manpada,Theft,2022-04,1
Manpada,Theft,2022-07,1
Manpada,Theft,2022-11,1
Manpada,Theft,2023-06,1
Manpada,Theft,2024-02,1
Manpada,Theft,2024-03,1
Manpada,Theft,2024-06,3
Manpada,Theft,2024-08,2
Manpada,Theft,2024-10,2
Manpada,Theft,2024-11,1
Manpada,Theft,2024-12,1
Manpada,Theft,2025-01,1
Manpada,Theft,2025-07,1
Manpada,Theft,2025-10,1
Naupada,Assault,2018-01,1
Naupada,Assault,2018-08,1
Naupada,Assault,2018-09,2
Naupada,Assault,2018-10,1
Naupada,Assault,2018-12,1
Naupada,Assault,2019-12,2
Naupada,Assault,2020-03,1
Naupada,Assault,2020-05,1
Naupada,Assault,2020-07,1
Naupada,Assault,2020-10,1
Naupada,Assault,2020-11,2
Naupada,Assault,2021-03,1
Naupada,Assault,2022-06,2
Naupada,Assault,2022-08,1
Naupada,Assault,2022-11,1
Naupada,Assault,2023-01,2
Naupada,Assault,2023-08,1
Naupada,Assault,2023-12,2
Naupada,Assault,2024-01,2
Naupada,Assault,2024-02,1
Naupada,Assault,2024-03,1
Naupada,Assault,2024-09,2
Naupada,Assault,2024-10,2
Naupada,Assault,2024-11,1
Naupada,Burglary,2023-02,4
Naupada,Burglary,2024-07,2
Naupada,Cheating,2018-02,1
Naupada,Cheating,2018-06,1
Naupada,Cheating,2018-12,1
Naupada,Cheating,2019-04,1
Naupada,Cheating,2019-05,1
Naupada,Cheating,2019-08,1
Naupada,Cheating,2019-10,1
Naupada,Cheating,2020-05,1
Naupada,Cheating,2020-06,1
Naupada,Cheating,2020-07,3
Naupada,Cheating,2020-10,1
Naupada,Cheating,2020-12,1
Naupada,Cheating,2021-02,1
Naupada,Cheating,2021-03,1
Naupada,Cheating,2021-05,1
Naupada,Cheating,2022-04,1
Naupada,Cheating,2022-05,1
Naupada,Cheating,2022-06,1
Naupada,Cheating,2022-07,2
Naupada,Cheating,2022-08,2
Naupada,Cheating,2022-09,1
Naupada,Cheating,2023-09,1
Naupada,Cheating,2025-01,1
Naupada,Cheating,2025-09,1
Naupada,Cheating,2025-11,2
Naupada,Cybercrime,2018-06,1
Naupada,Cybercrime,2019-02,1
Naupada,Cybercrime,2019-07,1
Naupada,Cybercrime,2019-10,1
Naupada,Cybercrime,2020-07,1
Naupada,Cybercrime,2020-09,1
Naupada,Cybercrime,2021-01,2
Naupada,Cybercrime,2021-06,1
Naupada,Cybercrime,2022-03,2
Naupada,Cybercrime,2022-07,1
Naupada,Cybercrime,2022-11,1
Naupada,Cybercrime,2023-01,1
Naupada,Cybercrime,2024-01,1
Naupada,Cybercrime,2024-11,1
Naupada,Cybercrime,2025-04,1
Naupada,Cybercrime,2025-05,1
Naupada,Domestic Violence,2018-01,1
Naupada,Domestic Violence,2019-01,1
Naupada,Domestic Violence,2019-02,1
Naupada,Domestic Violence,2019-07,1
Naupada,Domestic Violence,2019-10,1
Naupada,Domestic Violence,2020-10,1
Naupada,Domestic Violence,2020-11,1
Naupada,Domestic Violence,2021-03,2
Naupada,Domestic Violence,2022-01,1
Naupada,Domestic Violence,2022-04,1
Naupada,Domestic Violence,2022-05,1
Naupada,Domestic Violence,2022-06,1
Naupada,Domestic Violence,2022-10,2
Naupada,Domestic Violence,2023-10,1
Naupada,Domestic Violence,2024-03,2
Naupada,Domestic Violence,2025-12,1
Naupada,Drug Offense,2018-04,1
Naupada,Drug Offense,2018-10,1
Naupada,Drug Offense,2020-01,1
Naupada,Drug Offense,2020-07,1
Naupada,Drug Offense,2020-10,1
Naupada,Drug Offense,2021-10,1
Naupada,Drug Offense,2022-03,1
Naupada,Drug Offense,2022-07,1
Naupada,Drug Offense,2022-11,1
Naupada,Drug Offense,2023-02,1
Naupada,Drug Offense,2023-09,1
Naupada,Drug Offense,2023-10,1
Naupada,Drug Offense,2024-09,1
Naupada,Drug Offense,2024-11,1
Naupada,Drug Offense,2025-02,1
Naupada,Drug Offense,2025-06,1
Naupada,Drug Offense,2025-07,1
Naupada,Drug Offense,2025-09,1
Naupada,Fraud,2018-11,1
Naupada,Fraud,2019-02,1
Naupada,Fraud,2019-07,1
Naupada,Fraud,2019-12,1
Naupada,Fraud,2020-02,1
Naupada,Fraud,2020-04,1
Naupada,Fraud,2020-09,1
Naupada,Fraud,2020-11,1
Naupada,Fraud,2020-12,1
Naupada,Fraud,2021-03,1
Naupada,Fraud,2021-06,1
Naupada,Fraud,2021-10,1
Naupada,Fraud,2021-11,1
Naupada,Fraud,2022-02,1
Naupada,Fraud,2022-03,1
Naupada,Fraud,2022-12,1
Naupada,Fraud,2023-01,1
Naupada,Fraud,2023-03,1
Naupada,Fraud,2023-04,1
Naupada,Fraud,2023-09,1
Naupada,Fraud,2023-11,3
Naupada,Fraud,2024-01,3
Naupada,Fraud,2024-03,1
Naupada,Fraud,2025-02,1
Naupada,Fraud,2025-03,1
Naupada,Fraud,2025-06,2
Naupada,Fraud,2025-07,1
Naupada,Fraud,2025-09,1
Naupada,Fraud,2025-12,1
Naupada,Kidnapping,2019-02,1
Naupada,Kidnapping,2019-05,1
Naupada,Kidnapping,2019-06,1
Naupada,Kidnapping,2020-03,2
Naupada,Kidnapping,2020-05,1
Naupada,Kidnapping,2020-09,1
Naupada,Kidnapping,2020-11,1
Naupada,Kidnapping,2021-01,3
Naupada,Kidnapping,2021-03,1
Naupada,Kidnapping,2021-11,1
Naupada,Kidnapping,2023-04,2
Naupada,Kidnapping,2024-02,1
Naupada,Kidnapping,2024-05,3
Naupada,Kidnapping,2025-01,1
Naupada,Kidnapping,2025-06,1
Naupada,Kidnapping,2025-08,1
Naupada,Kidnapping,2025-12,1
Naupada,Murder,2018-12,1
Naupada,Murder,2020-03,1
Naupada,Murder,2020-04,1
Naupada,Murder,2020-08,1
Naupada,Murder,2021-09,1
Naupada,Murder,2021-11,3
Naupada,Murder,2022-04,1
Naupada,Murder,2022-11,1
Naupada,Murder,2024-08,2
Naupada,Murder,2024-09,1
Naupada,Murder,2025-02,1
Naupada,Murder,2025-05,1
Naupada,Murder,2025-07,1
Naupada,Murder,2025-10,1
Naupada,Murder,2025-12,1
Naupada,Robbery,2018-10,2
Naupada,Robbery,2020-01,1
Naupada,Robbery,2020-05,1
Naupada,Robbery,2021-01,1
Naupada,Robbery,2021-05,1
Naupada,Robbery,2022-02,1
Naupada,Robbery,2022-07,1
Naupada,Robbery,2022-10,1
Naupada,Robbery,2023-02,1
Naupada,Robbery,2023-03,1
Naupada,Robbery,2023-06,1
Naupada,Robbery,2023-10,1
Naupada,Robbery,2023-12,1
Naupada,Robbery,2024-07,1
Naupada,Robbery,2024-08,1
Naupada,Robbery,2025-01,1
Naupada,Robbery,2025-05,1
Naupada,Theft,2018-05,1
Naupada,Theft,2018-08,1
Naupada,Theft,2019-03,1
Naupada,Theft,2019-04,1
Naupada,Theft,2020-02,1
Naupada,Theft,2020-04,2
Naupada,Theft,2020-09,1
Naupada,Theft,2021-02,1
Naupada,Theft,2021-04,1
Naupada,Theft,2021-08,1
Naupada,Theft,2021-10,1
Naupada,Theft,2022-03,1
Naupada,Theft,2022-09,1
Naupada,Theft,2022-10,1
Naupada,Theft,2022-11,1
Naupada,Theft,2022-12,1
Naupada,Theft,2023-02,1
Naupada,Theft,2023-04,1
Naupada,Theft,2023-05,1
Naupada,Theft,2023-06,3
Naupada,Theft,2023-08,1
