id,crime_type,address,description,reported_at,latitude,longitude
1283,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-16T23:32:00.188929Z,32.7186,74.8581
1284,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-29T05:47:16.188937Z,26.9124,75.7873
1285,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-27T05:53:58.188946Z,13.063,80.2606
1286,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-20T12:04:46.188954Z,13.063,80.2606
1287,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-16T22:57:29.188962Z,30.7353,76.7789
1288,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-10T18:12:21.188978Z,28.6328,77.2197
1289,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-01T21:38:55.188987Z,22.5832,88.4088
1290,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-29T16:33:58.188995Z,12.9716,77.5946
1291,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-11T14:37:47.189008Z,32.7186,74.8581
1292,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-28T12:44:15.189023Z,28.6328,77.2197
1293,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-28T16:00:33.189038Z,30.7353,76.7789
1294,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-25T19:46:39.189054Z,12.9716,77.5946
1295,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-25T21:31:05.189089Z,26.9124,75.7873
1296,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-18T23:55:36.189099Z,26.9124,75.7873
1297,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-02-28T12:40:27.189107Z,17.3616,78.4747
1298,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-30T20:32:46.189115Z,12.9716,77.5946
1299,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-15T11:33:20.189123Z,22.5832,88.4088
1300,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-10T10:28:15.189131Z,12.9716,77.5946
1301,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-29T21:26:00.189139Z,32.7186,74.8581
1302,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-12T13:08:40.189152Z,26.9124,75.7873
1303,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-29T00:33:51.189161Z,13.063,80.2606
1304,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-24T04:30:18.189169Z,13.063,80.2606
1305,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-15T12:04:32.189181Z,28.6328,77.2197
1306,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-21T08:18:55.189190Z,26.8561,80.9346
1307,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-23T01:00:37.189198Z,30.7353,76.7789
1308,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-06T22:10:25.189206Z,17.3616,78.4747
1309,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-16T02:29:24.189214Z,32.7186,74.8581
1310,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-19T10:15:59.189222Z,12.9716,77.5946
1311,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-17T19:35:23.189230Z,30.7353,76.7789
1312,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-23T07:42:26.189240Z,28.6328,77.2197
1313,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-10T08:39:57.189249Z,17.3616,78.4747
1314,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-25T07:56:27.189257Z,30.7353,76.7789
1315,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-27T16:30:26.189271Z,30.7353,76.7789
1316,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-01T20:07:48.189285Z,18.9436,72.8235
1317,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-09T09:23:20.189299Z,18.9436,72.8235
1318,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-16T21:00:08.189315Z,22.5832,88.4088
1319,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-17T10:58:43.189331Z,22.5832,88.4088
1320,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-20T01:24:30.189349Z,12.9716,77.5946
1321,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-28T17:05:42.189365Z,32.7186,74.8581
1322,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-02-28T12:29:29.189380Z,12.9716,77.5946
1323,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-19T10:43:06.189395Z,17.3616,78.4747
1324,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-20T13:09:56.189410Z,22.5832,88.4088
1325,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-26T13:15:56.189425Z,30.7353,76.7789
1326,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-30T11:40:10.189440Z,32.7186,74.8581
1327,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-28T09:46:45.189455Z,12.9716,77.5946
1328,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-23T10:06:30.189469Z,32.7186,74.8581
1329,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-15T06:37:03.189484Z,17.3616,78.4747
1330,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-26T23:30:13.189510Z,30.7353,76.7789
1331,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-04T07:30:49.189520Z,32.7186,74.8581
1332,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-06T05:21:36.189552Z,13.063,80.2606
1333,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-25T20:09:00.189562Z,18.9436,72.8235
1334,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-16T13:23:00.189572Z,32.7186,74.8581
1335,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-24T17:47:33.189593Z,26.8561,80.9346
1336,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-06T02:42:01.189607Z,28.6328,77.2197
1337,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-20T10:11:19.189623Z,13.063,80.2606
1338,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-24T14:07:26.189634Z,32.7186,74.8581
1339,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-05T15:01:26.189642Z,17.3616,78.4747
1340,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-23T03:01:43.189650Z,13.063,80.2606
1341,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-25T04:43:47.189658Z,28.6328,77.2197
1342,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-22T05:35:29.189667Z,17.3616,78.4747
1343,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-07T11:30:37.189680Z,26.8561,80.9346
1344,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-03T12:58:02.189698Z,26.8561,80.9346
1345,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-06T22:38:25.189710Z,26.9124,75.7873
1346,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-29T23:53:30.189719Z,17.3616,78.4747
1347,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-08T21:13:55.189727Z,13.063,80.2606
1348,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-29T09:06:28.189741Z,26.9124,75.7873
1349,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-01T21:31:27.189756Z,12.9716,77.5946
1350,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-29T06:37:02.189767Z,18.9436,72.8235
1351,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-12T07:41:13.189776Z,12.9716,77.5946
1352,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-08T02:18:02.189784Z,30.7353,76.7789
1353,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-22T13:00:13.189792Z,32.7186,74.8581
1354,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-17T01:54:03.189800Z,18.9436,72.8235
1355,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-03T18:12:34.189809Z,12.9716,77.5946
1356,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-03T01:16:36.189817Z,13.063,80.2606
1357,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-30T18:57:25.189825Z,26.8561,80.9346
1358,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-25T12:31:50.189834Z,32.7186,74.8581
1359,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-12T03:46:42.190035Z,28.6328,77.2197
1360,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-24T09:22:09.190059Z,30.7353,76.7789
1361,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-26T07:40:50.190075Z,30.7353,76.7789
1362,Theft,"Connaught Place, New Delhi",Reported theft incident.,2025-03-20T16:54:01.190090Z,28.6328,77.2197
1363,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-23T21:53:10.190105Z,12.9716,77.5946
1364,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-14T23:16:25.190120Z,28.6328,77.2197
1365,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-29T09:55:34.190137Z,17.3616,78.4747
1366,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-23T18:38:54.190152Z,26.8561,80.9346
1367,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-17T05:28:59.190167Z,12.9716,77.5946
1368,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-20T23:04:24.190181Z,28.6328,77.2197
1369,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-27T19:49:04.190202Z,32.7186,74.8581
1370,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-19T06:49:01.190216Z,12.9716,77.5946
1371,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-08T12:13:31.190230Z,22.5832,88.4088
1372,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-02T08:51:13.190245Z,12.9716,77.5946
1373,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-09T04:56:14.190259Z,26.9124,75.7873
1374,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-06T20:18:57.190274Z,12.9716,77.5946
1375,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-22T15:05:05.190288Z,26.8561,80.9346
1376,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-20T16:13:09.190303Z,26.9124,75.7873
1377,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-11T01:17:32.190322Z,26.9124,75.7873
1378,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-03T19:40:51.190337Z,17.3616,78.4747
1379,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-07T06:29:57.190351Z,30.7353,76.7789
1380,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-26T15:03:35.190366Z,26.8561,80.9346
1381,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-07T08:32:01.190380Z,22.5832,88.4088
1382,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-04T18:50:44.190395Z,26.8561,80.9346
1383,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-08T17:30:41.190409Z,22.5832,88.4088
1384,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-06T10:37:02.190424Z,30.7353,76.7789
1385,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-19T13:36:38.190438Z,22.5832,88.4088
1386,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-20T11:43:54.190464Z,32.7186,74.8581
1387,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-25T14:48:59.190480Z,26.9124,75.7873
1388,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-22T09:14:20.190495Z,22.5832,88.4088
1389,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-24T02:52:49.190511Z,12.9716,77.5946
1390,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-15T05:44:14.190530Z,12.9716,77.5946
1391,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-14T15:43:52.190545Z,26.8561,80.9346
1392,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-06T23:27:42.190563Z,13.063,80.2606
1393,Assault,"Hazratganj, Lucknow, Uttar Pradesh",Reported assault incident.,2025-03-18T17:31:36.190597Z,26.8561,80.9346
1394,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-24T18:40:42.190612Z,13.063,80.2606
1395,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-11T18:41:09.190628Z,13.063,80.2606
1396,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-20T00:20:45.190643Z,18.9436,72.8235
1397,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-20T05:18:17.190657Z,22.5832,88.4088
1398,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-08T15:35:58.190672Z,32.7186,74.8581
1399,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-17T14:11:18.190686Z,22.5832,88.4088
1400,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-26T08:31:11.190701Z,28.6328,77.2197
1401,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-19T04:33:28.190715Z,12.9716,77.5946
1402,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-12T23:10:08.190730Z,28.6328,77.2197
1403,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-04T06:49:11.190745Z,26.9124,75.7873
1404,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-18T15:08:45.190759Z,13.063,80.2606
1405,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-01T00:37:18.190773Z,28.6328,77.2197
1406,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-11T19:18:04.190787Z,13.063,80.2606
1407,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-23T11:57:02.190802Z,18.9436,72.8235
1408,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-21T14:52:16.190816Z,18.9436,72.8235
1409,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-17T15:51:32.190834Z,17.3616,78.4747
1410,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-19T13:05:52.190849Z,17.3616,78.4747
1411,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-20T13:18:29.190863Z,26.9124,75.7873
1412,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-23T03:49:43.190877Z,32.7186,74.8581
1413,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-22T16:43:49.190892Z,13.063,80.2606
1414,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-28T14:00:43.190918Z,28.6328,77.2197
1415,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-02-28T13:54:30.190933Z,28.6328,77.2197
1416,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-04T18:22:55.190948Z,26.8561,80.9346
1417,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-29T05:58:32.190968Z,12.9716,77.5946
1418,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-17T13:32:14.190984Z,13.063,80.2606
1419,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-13T06:28:07.191001Z,17.3616,78.4747
1420,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-28T09:36:45.191015Z,26.9124,75.7873
1421,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-15T06:15:09.191030Z,17.3616,78.4747
1422,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-19T16:43:20.191044Z,22.5832,88.4088
1423,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-25T20:00:52.191058Z,18.9436,72.8235
1424,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-07T05:34:33.191073Z,32.7186,74.8581
1425,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-27T13:07:22.191088Z,28.6328,77.2197
1426,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-05T15:32:57.191102Z,18.9436,72.8235
1427,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-02-28T16:20:57.191116Z,30.7353,76.7789
1428,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-08T23:03:01.191131Z,17.3616,78.4747
1429,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-15T01:51:07.191145Z,30.7353,76.7789
1430,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-10T00:49:16.191160Z,13.063,80.2606
1431,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-04T17:47:20.191174Z,26.9124,75.7873
1432,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-22T07:15:06.191188Z,22.5832,88.4088
1433,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-16T23:37:12.191212Z,28.6328,77.2197
1434,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-06T09:30:55.191227Z,22.5832,88.4088
1435,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-21T10:56:39.191241Z,13.063,80.2606
1436,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-04T18:51:51.191255Z,32.7186,74.8581
1437,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-02T06:02:20.191269Z,32.7186,74.8581
1438,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-24T15:44:50.191283Z,30.7353,76.7789
1439,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-30T15:08:00.191436Z,22.5832,88.4088
1440,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-06T10:31:24.191460Z,32.7186,74.8581
1441,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-25T01:05:45.191480Z,12.9716,77.5946
1442,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-04T14:53:53.191507Z,12.9716,77.5946
1443,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-24T08:39:21.191524Z,12.9716,77.5946
1444,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-13T04:54:54.191538Z,22.5832,88.4088
1445,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-13T08:43:44.191552Z,12.9716,77.5946
1446,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-16T09:40:47.191567Z,26.8561,80.9346
1447,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-17T14:20:13.191581Z,13.063,80.2606
1448,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-30T01:18:05.191596Z,18.9436,72.8235
1449,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-06T03:17:55.191618Z,30.7353,76.7789
1450,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-08T06:45:12.191633Z,17.3616,78.4747
1451,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-17T17:17:12.191647Z,13.063,80.2606
1452,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-03T00:38:39.191674Z,32.7186,74.8581
1453,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-19T20:20:34.191688Z,18.9436,72.8235
1454,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-23T09:54:56.191706Z,30.7353,76.7789
1455,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-09T09:40:24.191745Z,12.9716,77.5946
1456,Theft,"Connaught Place, New Delhi",Reported theft incident.,2025-03-02T03:29:22.191762Z,28.6328,77.2197
1457,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-29T16:30:47.191777Z,12.9716,77.5946
1458,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-13T18:52:08.191792Z,12.9716,77.5946
1459,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-07T16:13:52.191806Z,22.5832,88.4088
1460,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-19T08:04:12.191820Z,26.9124,75.7873
1461,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-25T20:54:29.191834Z,13.063,80.2606
1462,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-06T08:05:28.191849Z,28.6328,77.2197
1463,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-02T03:36:32.191864Z,12.9716,77.5946
1464,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-05T16:52:23.191878Z,22.5832,88.4088
1465,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-19T22:57:29.191892Z,12.9716,77.5946
1466,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-30T17:26:03.191906Z,18.9436,72.8235
1467,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-13T18:49:24.191920Z,17.3616,78.4747
1468,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-26T07:09:41.191942Z,26.9124,75.7873
1469,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-22T18:15:34.191958Z,12.9716,77.5946
1470,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-04T17:11:28.191975Z,13.063,80.2606
1471,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-06T08:46:32.191989Z,18.9436,72.8235
1472,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-16T07:59:32.192003Z,30.7353,76.7789
1473,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-27T06:55:40.192021Z,26.9124,75.7873
1474,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-31T01:00:08.192036Z,22.5832,88.4088
1475,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-09T01:59:06.192050Z,12.9716,77.5946
1476,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-01T23:11:10.192065Z,18.9436,72.8235
1477,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-03T16:54:44.192085Z,22.5832,88.4088
1478,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-30T10:51:27.192101Z,18.9436,72.8235
1479,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-14T09:21:35.192115Z,22.5832,88.4088
1480,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-09T00:42:51.192130Z,26.8561,80.9346
1481,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-02-28T16:10:00.192144Z,18.9436,72.8235
1482,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-15T06:35:06.192158Z,13.063,80.2606
1483,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-18T09:14:21.192173Z,22.5832,88.4088
1484,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-18T00:22:33.192187Z,18.9436,72.8235
1485,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-05T12:02:58.192202Z,28.6328,77.2197
1486,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-29T02:51:29.192216Z,26.9124,75.7873
1487,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-24T00:42:35.192230Z,32.7186,74.8581
1488,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-11T21:33:21.192252Z,22.5832,88.4088
1489,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-30T15:02:59.192267Z,22.5832,88.4088
1490,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-10T16:12:17.192281Z,26.8561,80.9346
1491,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-08T00:33:00.192303Z,26.9124,75.7873
1492,Fraud,"MG Road, Bengaluru, Karnataka",Reported fraud incident.,2025-03-04T23:45:33.192317Z,12.9716,77.5946
1493,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-01T06:21:18.192331Z,12.9716,77.5946
1494,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-04T07:31:05.192354Z,30.7353,76.7789
1495,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-21T04:19:08.192374Z,17.3616,78.4747
1496,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-17T16:59:59.192388Z,30.7353,76.7789
1497,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-14T02:44:44.192402Z,28.6328,77.2197
