State,City,District,Crime Type,Date & Time,Latitude,Longitude,Accused Age,Accused Gender,Prior Convictions,Victim Age,Victim Gender,Victim Relationship,FIR Filed,Case Status
Maharashtra,Pune,Pune,Theft,2020-11-10 02:53:30,18.5204,73.8567,50,Female,0,62,Female,Stranger,No,Solved
Maharashtra,Bhiwandi,Mumbai,Fraud,2024-03-29 05:04:30,19.076,72.8777,56,Male,4,34,Female,Neighbor,No,Unsolved
Maharashtra,Thane,Thane,Burglary,2023-02-05 08:31:30,19.2183,72.9781,18,Female,1,13,Female,Neighbor,Yes,Solved
Maharashtra,Pune,Pune,Murder,2023-11-17 00:02:30,18.5204,73.8567,56,Female,4,72,Female,Family,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,2020-05-08 16:40:30,13.0827,80.2707,42,Male,2,73,Female,Neighbor,No,Solved
Maharashtra,Mira Bhayandar,Mumbai,Assault,2020-09-21 15:37:30,19.076,72.8777,59,Male,2,42,Male,Colleague,No,Solved
Uttar Pradesh,Agra,Agra,Assault,2024-03-03 19:40:30,27.1767,78.0081,34,Male,3,44,Female,Family,No,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-02-06 18:10:30,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Uttar Pradesh,Chinhat,Lucknow,Theft,2022-03-06 13:15:30,26.8467,80.9462,31,Male,1,50,Female,Friend,No,Solved
Uttar Pradesh,Agra,Agra,Theft,2024-11-27 08:37:30,27.1767,78.0081,36,Female,1,33,Male,Stranger,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2020-09-07 03:25:30,27.1767,78.0081,55,Female,5,80,Male,Stranger,No,Ongoing
Uttar Pradesh,Kakori,Lucknow,Fraud,2024-04-12 15:38:30,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Tamil Nadu,Chennai,Chennai,Murder,2020-06-26 14:11:30,13.0827,80.2707,56,Male,1,19,Male,Colleague,Yes,Ongoing
Maharashtra,Pune,Pune,Fraud,2022-04-03 22:31:30,18.5204,73.8567,31,Male,3,55,Female,Stranger,No,Ongoing
Maharashtra,Kalyan,Mumbai,Assault,2024-03-19 18:49:30,19.076,72.8777,34,Male,5,78,Male,Friend,No,Unsolved
Maharashtra,Thane,Mumbai,Theft,2020-07-21 14:51:30,19.076,72.8777,57,Female,1,16,Male,Colleague,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-12-07 09:53:30,26.4499,80.3319,28,Male,4,22,Female,Friend,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2022-08-28 17:19:30,26.4499,80.3319,33,Female,2,49,Male,Family,No,Unsolved
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Burglary,2023-12-18 02:28:30,26.8467,80.9462,60,Male,5,75,Male,Neighbor,No,Unsolved
Maharashtra,Kalyan,Mumbai,Kidnapping,2021-01-18 00:34:30,19.076,72.8777,58,Female,4,39,Male,Friend,Yes,Ongoing
Maharashtra,Kalyan,Mumbai,Kidnapping,2024-02-26 13:29:30,19.076,72.8777,25,Female,3,14,Male,Family,Yes,Ongoing
Maharashtra,Mira Bhayandar,Mumbai,Fraud,2023-08-26 04:21:30,19.076,72.8777,22,Female,3,7,Male,Family,No,Solved
Maharashtra,Pune,Pune,Kidnapping,2020-07-23 21:44:30,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2022-12-06 19:17:30,25.3176,82.9739,54,Male,1,62,Male,Family,Yes,Ongoing
Maharashtra,Pune,Pune,Fraud,2020-09-25 14:08:30,18.5204,73.8567,29,Male,5,54,Female,Family,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2020-06-05 02:33:30,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Uttar Pradesh,Malihabad,Lucknow,Assault,2020-06-30 22:26:30,26.8467,80.9462,27,Male,5,16,Female,Friend,Yes,Solved
Uttar Pradesh,Agra,Agra,Burglary,2023-08-01 03:44:30,27.1767,78.0081,41,Male,1,54,Male,Colleague,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,2021-07-25 22:38:30,13.0827,80.2707,55,Male,2,16,Female,Neighbor,Yes,Solved
Uttar Pradesh,Gosainganj,Lucknow,Kidnapping,2021-06-20 22:31:30,26.8467,80.9462,47,Male,2,51,Female,Friend,Yes,Ongoing
Uttar Pradesh,Chinhat,Lucknow,Theft,2022-03-06 13:15:30,26.8467,80.9462,31,Male,1,50,Female,Friend,No,Solved
Maharashtra,Nagpur,Nagpur,Fraud,2021-12-12 00:00:30,21.1458,79.0882,29,Female,3,21,Male,Stranger,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2024-04-16 03:22:30,11.0168,76.9558,22,Male,1,28,Female,Friend,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2023-01-13 01:50:30,26.4499,80.3319,46,Male,2,17,Female,Stranger,No,Unsolved
Uttar Pradesh,Agra,Agra,Theft,2024-01-03 14:28:30,27.1767,78.0081,35,Male,0,19,Male,Family,No,Ongoing
Maharashtra,Kalyan,Mumbai,Assault,2024-03-19 18:49:30,19.076,72.8777,34,Male,5,78,Male,Friend,No,Unsolved
Maharashtra,Kalyan,Mumbai,Assault,2021-12-29 08:18:30,19.076,72.8777,31,Female,0,7,Male,Friend,No,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,2023-11-29 09:48:30,21.1458,79.0882,32,Male,3,76,Male,Neighbor,No,Ongoing
Maharashtra,Dombivli,Mumbai,Burglary,2023-03-31 17:35:30,19.076,72.8777,48,Female,1,54,Female,Stranger,No,Solved
Maharashtra,Vasai,Mumbai,Burglary,2024-09-14 18:58:30,19.076,72.8777,35,Male,1,79,Male,Colleague,No,Unsolved
Maharashtra,Dombivli,Mumbai,Fraud,2022-08-02 00:48:30,19.076,72.8777,27,Male,1,13,Female,Friend,No,Solved
Maharashtra,Pune,Pune,Burglary,2022-03-24 22:50:30,18.5204,73.8567,45,Female,5,48,Male,Friend,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,2020-04-29 04:02:30,26.4499,80.3319,35,Male,3,28,Male,Stranger,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2024-04-16 03:22:30,11.0168,76.9558,22,Male,1,28,Female,Friend,No,Unsolved
Maharashtra,Pune,Pune,Burglary,2024-08-24 04:18:30,18.5204,73.8567,32,Female,0,37,Female,Friend,Yes,Ongoing
Maharashtra,Thane,Mumbai,Fraud,2023-03-21 23:05:30,19.076,72.8777,51,Male,5,31,Male,Stranger,Yes,Ongoing
Maharashtra,Vasai,Mumbai,Burglary,2020-08-30 20:31:30,19.076,72.8777,29,Female,4,47,Male,Colleague,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2022-09-15 10:38:30,26.4499,80.3319,35,Female,1,64,Female,Family,No,Ongoing
Tamil Nadu,Chennai,Chennai,Murder,2022-08-28 11:17:30,13.0827,80.2707,58,Male,0,45,Male,Stranger,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Murder,2021-04-10 03:07:30,11.0168,76.9558,33,Female,5,22,Female,Stranger,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-09-23 19:15:30,26.4499,80.3319,59,Male,1,52,Male,Colleague,No,Solved
Maharashtra,Nagpur,Nagpur,Fraud,2021-12-29 09:02:30,21.1458,79.0882,25,Male,1,53,Male,Family,No,Ongoing
Uttar Pradesh,Barabanki,Lucknow,Murder,2023-03-29 11:58:30,26.8467,80.9462,57,Male,5,7,Male,Friend,No,Ongoing
Uttar Pradesh,Barabanki,Lucknow,Assault,2020-05-10 15:03:30,26.8467,80.9462,48,Male,3,47,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Assault,2022-08-08 08:06:30,25.3176,82.9739,59,Female,1,54,Male,Colleague,Yes,Unsolved
Maharashtra,Mira Bhayandar,Mumbai,Burglary,2024-06-19 19:04:30,19.076,72.8777,54,Male,2,14,Male,Friend,Yes,Solved
Maharashtra,Pune,Pune,Murder,2024-11-11 21:05:30,18.5204,73.8567,33,Male,3,76,Male,Family,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-12-07 09:53:30,26.4499,80.3319,28,Male,4,22,Female,Friend,Yes,Solved
Maharashtra,Navi Mumbai,Mumbai,Kidnapping,2022-08-27 09:43:30,19.076,72.8777,37,Male,1,6,Male,Colleague,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Theft,2022-12-11 04:05:30,25.3176,82.9739,49,Male,1,43,Female,Colleague,Yes,Solved
Maharashtra,Nagpur,Nagpur,Burglary,2024-09-04 20:49:30,21.1458,79.0882,29,Female,3,30,Female,Neighbor,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2021-06-25 09:10:30,11.0168,76.9558,46,Male,0,66,Female,Family,No,Solved
Maharashtra,Pune,Pune,Assault,2021-08-03 19:16:30,18.5204,73.8567,18,Female,1,30,Male,Colleague,No,Solved
Tamil Nadu,Chennai,Chennai,Fraud,2021-04-25 04:21:30,13.0827,80.2707,32,Male,4,39,Female,Family,No,Ongoing
Uttar Pradesh,Malihabad,Lucknow,Burglary,2022-03-25 23:20:30,26.8467,80.9462,26,Female,3,43,Female,Stranger,No,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,2024-11-04 22:50:30,21.1458,79.0882,57,Male,5,40,Male,Stranger,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2024-12-31 18:12:30,25.3176,82.9739,18,Male,2,61,Male,Colleague,No,Solved
Uttar Pradesh,Agra,Agra,Burglary,2023-04-22 05:37:30,27.1767,78.0081,54,Male,1,24,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Assault,2020-06-03 11:45:30,25.3176,82.9739,28,Female,2,24,Male,Neighbor,Yes,Solved
Maharashtra,Thane,Mumbai,Theft,2020-07-21 14:51:30,19.076,72.8777,57,Female,1,16,Male,Colleague,No,Solved
Maharashtra,Pune,Pune,Assault,2020-07-09 06:19:30,18.5204,73.8567,56,Male,1,44,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,2022-07-30 18:37:30,27.1767,78.0081,24,Female,1,39,Male,Friend,No,Solved
Maharashtra,Pune,Pune,Kidnapping,2021-02-23 21:50:30,18.5204,73.8567,32,Male,5,47,Female,Stranger,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Theft,2020-10-25 13:32:30,11.0168,76.9558,58,Female,1,79,Female,Friend,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2020-06-03 05:15:30,11.0168,76.9558,29,Male,5,7,Female,Family,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,2022-05-13 12:49:30,26.4499,80.3319,45,Female,5,40,Female,Family,No,Unsolved
Maharashtra,Bhiwandi,Mumbai,Fraud,2021-03-12 03:28:30,19.076,72.8777,53,Female,1,55,Female,Neighbor,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2022-02-10 20:53:30,11.0168,76.9558,20,Male,0,70,Female,Family,No,Solved
Maharashtra,Pune,Pune,Burglary,2024-02-19 10:12:30,18.5204,73.8567,20,Female,5,8,Female,Colleague,No,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,2022-04-07 14:31:30,13.0827,80.2707,19,Male,4,77,Male,Colleague,Yes,Ongoing
Maharashtra,Thane,Thane,Burglary,2024-07-29 04:51:30,19.2183,72.9781,59,Female,0,75,Male,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Kidnapping,2020-07-23 21:44:30,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Gosainganj,Lucknow,Assault,2021-07-18 10:08:30,26.8467,80.9462,26,Female,1,19,Male,Neighbor,Yes,Solved
Maharashtra,Thane,Thane,Murder,2021-07-07 03:27:30,19.2183,72.9781,37,Female,1,17,Male,Colleague,No,Solved
Uttar Pradesh,Malihabad,Lucknow,Theft,2024-12-07 09:33:30,26.8467,80.9462,27,Male,5,33,Male,Family,No,Unsolved
Maharashtra,Thane,Thane,Murder,2021-11-28 09:43:30,19.2183,72.9781,45,Female,4,72,Female,Family,No,Unsolved
Maharashtra,Thane,Thane,Burglary,2024-07-29 04:51:30,19.2183,72.9781,59,Female,0,75,Male,Stranger,Yes,Unsolved
Maharashtra,Kalyan,Mumbai,Kidnapping,2021-01-18 00:34:30,19.076,72.8777,58,Female,4,39,Male,Friend,Yes,Ongoing
Maharashtra,Thane,Thane,Murder,2023-06-15 19:01:30,19.2183,72.9781,32,Male,1,25,Female,Friend,Yes,Solved
Uttar Pradesh,Agra,Agra,Assault,2020-09-23 15:35:30,27.1767,78.0081,31,Female,0,77,Female,Friend,Yes,Ongoing
Uttar Pradesh,Chinhat,Lucknow,Fraud,2023-06-30 07:31:30,26.8467,80.9462,25,Male,4,15,Male,Friend,No,Ongoing
Maharashtra,Thane,Thane,Assault,2020-11-08 02:53:30,19.2183,72.9781,56,Female,0,17,Male,Stranger,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-09-24 02:12:30,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Assault,2020-03-27 16:42:30,11.0168,76.9558,45,Female,4,5,Female,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-09-24 02:12:30,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Assault,2021-08-08 06:04:30,13.0827,80.2707,53,Male,4,64,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Gosainganj,Lucknow,Assault,2022-02-07 23:04:30,26.8467,80.9462,47,Male,5,50,Male,Friend,Yes,Unsolved
Uttar Pradesh,Mohanlalganj,Lucknow,Theft,2025-01-03 13:10:30,26.8467,80.9462,39,Male,5,64,Male,Neighbor,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2023-03-26 17:02:30,11.0168,76.9558,32,Female,4,69,Female,Family,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Murder,2022-08-28 11:17:30,13.0827,80.2707,58,Male,0,45,Male,Stranger,No,Unsolved
Maharashtra,Pune,Pune,Burglary,2020-02-28 03:04:30,18.5204,73.8567,56,Female,2,60,Male,Colleague,Yes,Ongoing
Maharashtra,Thane,Thane,Murder,2021-07-07 03:27:30,19.2183,72.9781,37,Female,1,17,Male,Colleague,No,Solved
Maharashtra,Thane,Thane,Theft,2024-06-05 22:18:30,19.2183,72.9781,55,Female,3,35,Female,Stranger,Yes,Solved
Maharashtra,Pune,Pune,Murder,2023-06-12 01:25:30,18.5204,73.8567,29,Female,3,72,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Murder,2024-03-07 06:21:30,26.4499,80.3319,58,Male,5,55,Female,Stranger,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,2024-11-04 22:50:30,21.1458,79.0882,57,Male,5,40,Male,Stranger,No,Unsolved
Tamil Nadu,Chennai,Chennai,Theft,2023-04-17 10:20:30,13.0827,80.2707,58,Female,4,31,Male,Stranger,Yes,Ongoing
Maharashtra,Pune,Pune,Murder,2023-06-12 01:25:30,18.5204,73.8567,29,Female,3,72,Male,Neighbor,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Murder,2020-07-10 17:05:30,21.1458,79.0882,55,Female,5,80,Male,Friend,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2020-03-07 18:44:30,26.4499,80.3319,28,Female,5,19,Male,Family,No,Solved
Maharashtra,Bhiwandi,Mumbai,Fraud,2024-03-29 05:04:30,19.076,72.8777,56,Male,4,34,Female,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2025-01-07 10:26:30,27.1767,78.0081,26,Male,3,62,Female,Colleague,No,Unsolved
Maharashtra,Pune,Pune,Fraud,2024-06-25 06:05:30,18.5204,73.8567,50,Female,5,17,Female,Friend,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-09-24 02:12:30,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2022-12-25 05:37:30,25.3176,82.9739,35,Male,4,50,Male,Colleague,No,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,2021-06-04 13:56:30,21.1458,79.0882,40,Male,5,78,Female,Stranger,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Murder,2021-01-21 10:03:30,27.1767,78.0081,27,Female,1,74,Male,Family,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Murder,2020-11-17 14:35:30,26.4499,80.3319,30,Male,0,6,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Fraud,2022-11-08 00:25:30,27.1767,78.0081,38,Female,0,6,Female,Friend,Yes,Solved
Maharashtra,Thane,Thane,Assault,2022-06-26 14:33:30,19.2183,72.9781,34,Female,3,78,Male,Neighbor,Yes,Solved
Maharashtra,Pune,Pune,Fraud,2022-04-03 22:31:30,18.5204,73.8567,31,Male,3,55,Female,Stranger,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2024-12-31 18:12:30,25.3176,82.9739,18,Male,2,61,Male,Colleague,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2020-06-03 05:15:30,11.0168,76.9558,29,Male,5,7,Female,Family,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Murder,2021-01-03 02:35:30,11.0168,76.9558,32,Female,2,61,Female,Colleague,No,Unsolved
Tamil Nadu,Chennai,Chennai,Murder,2023-11-14 11:48:30,13.0827,80.2707,42,Male,4,20,Male,Friend,Yes,Solved
Tamil Nadu,Chennai,Chennai,Assault,2021-06-05 03:27:30,13.0827,80.2707,41,Male,5,21,Female,Neighbor,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Assault,2021-07-13 00:36:30,13.0827,80.2707,21,Female,2,57,Female,Family,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2020-06-05 02:33:30,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Maharashtra,Thane,Thane,Fraud,2023-11-22 09:49:30,19.2183,72.9781,21,Female,4,30,Female,Family,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2020-06-03 05:15:30,11.0168,76.9558,29,Male,5,7,Female,Family,No,Unsolved
Uttar Pradesh,Kakori,Lucknow,Fraud,2024-04-12 15:38:30,26.8467,80.9462,48,Male,5,17,Male,Colleague,No,Solved
Maharashtra,Thane,Thane,Fraud,2024-01-08 06:52:30,19.2183,72.9781,19,Female,4,42,Female,Family,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2020-07-17 23:44:30,11.0168,76.9558,44,Male,3,35,Male,Colleague,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2022-05-17 17:34:30,26.4499,80.3319,50,Male,0,25,Female,Friend,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Theft,2024-01-18 11:25:30,27.1767,78.0081,43,Male,0,54,Male,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Assault,2021-10-03 12:16:30,27.1767,78.0081,28,Male,5,47,Male,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Burglary,2023-04-22 05:37:30,27.1767,78.0081,54,Male,1,24,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,2020-05-22 11:22:30,27.1767,78.0081,39,Female,4,58,Male,Stranger,No,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,2021-05-10 23:08:30,21.1458,79.0882,24,Female,0,44,Female,Friend,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,2021-04-25 04:21:30,13.0827,80.2707,32,Male,4,39,Female,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,2021-01-03 02:35:30,11.0168,76.9558,32,Female,2,61,Female,Colleague,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2023-10-24 20:05:30,26.4499,80.3319,23,Male,1,60,Male,Stranger,No,Ongoing
Maharashtra,Thane,Thane,Assault,2022-08-27 03:15:30,19.2183,72.9781,51,Male,5,16,Female,Stranger,No,Ongoing
Maharashtra,Mira Bhayandar,Mumbai,Murder,2025-02-06 16:00:30,19.076,72.8777,19,Female,2,11,Female,Colleague,No,Solved
Tamil Nadu,Chennai,Chennai,Fraud,2024-03-11 04:07:30,13.0827,80.2707,47,Male,0,44,Female,Friend,Yes,Solved
Maharashtra,Pune,Pune,Kidnapping,2021-12-17 18:12:30,18.5204,73.8567,39,Female,3,65,Male,Colleague,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2022-05-17 17:34:30,26.4499,80.3319,50,Male,0,25,Female,Friend,Yes,Ongoing
Uttar Pradesh,Chinhat,Lucknow,Fraud,2023-06-30 07:31:30,26.8467,80.9462,25,Male,4,15,Male,Friend,No,Ongoing
Maharashtra,Pune,Pune,Kidnapping,2024-12-09 05:52:30,18.5204,73.8567,32,Female,2,56,Female,Stranger,No,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2024-08-28 15:35:30,13.0827,80.2707,54,Female,0,65,Female,Friend,Yes,Unsolved
Maharashtra,Thane,Thane,Fraud,2023-02-07 12:54:30,19.2183,72.9781,57,Male,3,5,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Assault,2022-08-08 08:06:30,25.3176,82.9739,59,Female,1,54,Male,Colleague,Yes,Unsolved
Uttar Pradesh,Agra,Agra,Theft,2024-11-27 08:37:30,27.1767,78.0081,36,Female,1,33,Male,Stranger,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-06-25 20:34:30,26.4499,80.3319,41,Female,5,51,Female,Neighbor,No,Unsolved
Uttar Pradesh,Kakori,Lucknow,Theft,2021-11-09 01:01:30,26.8467,80.9462,54,Male,1,25,Male,Neighbor,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-09-23 19:15:30,26.4499,80.3319,59,Male,1,52,Male,Colleague,No,Solved
Uttar Pradesh,Agra,Agra,Murder,2021-01-16 05:56:30,27.1767,78.0081,57,Female,1,32,Female,Neighbor,Yes,Solved
Maharashtra,Mira Bhayandar,Mumbai,Assault,2020-09-21 15:37:30,19.076,72.8777,59,Male,2,42,Male,Colleague,No,Solved
Maharashtra,Pune,Pune,Fraud,2024-06-25 06:05:30,18.5204,73.8567,50,Female,5,17,Female,Friend,No,Unsolved
Maharashtra,Pune,Pune,Assault,2021-08-03 19:16:30,18.5204,73.8567,18,Female,1,30,Male,Colleague,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2024-05-06 00:12:30,11.0168,76.9558,26,Male,3,80,Male,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2023-07-09 00:23:30,11.0168,76.9558,53,Female,5,47,Female,Neighbor,No,Solved
Maharashtra,Bhiwandi,Mumbai,Murder,2021-12-04 10:37:30,19.076,72.8777,25,Male,0,45,Male,Colleague,No,Unsolved
Uttar Pradesh,Agra,Agra,Fraud,2020-10-16 00:37:30,27.1767,78.0081,56,Female,0,32,Male,Neighbor,No,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Kidnapping,2023-11-09 19:08:30,26.8467,80.9462,60,Female,4,36,Female,Neighbor,Yes,Solved
Maharashtra,Thane,Thane,Murder,2023-06-15 19:01:30,19.2183,72.9781,32,Male,1,25,Female,Friend,Yes,Solved
Tamil Nadu,Coimbatore,Coimbatore,Assault,2020-03-27 16:42:30,11.0168,76.9558,45,Female,4,5,Female,Neighbor,No,Unsolved
Maharashtra,Bhiwandi,Mumbai,Fraud,2021-03-12 03:28:30,19.076,72.8777,53,Female,1,55,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Theft,2021-08-07 02:12:30,26.8467,80.9462,46,Female,0,19,Female,Stranger,No,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-02-06 18:10:30,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Maharashtra,Pune,Pune,Fraud,2022-11-05 11:29:30,18.5204,73.8567,53,Female,4,14,Male,Family,No,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,2023-11-29 09:48:30,21.1458,79.0882,32,Male,3,76,Male,Neighbor,No,Ongoing
Uttar Pradesh,Agra,Agra,Assault,2020-09-23 15:35:30,27.1767,78.0081,31,Female,0,77,Female,Friend,Yes,Ongoing
Uttar Pradesh,Chinhat,Lucknow,Theft,2020-06-13 07:54:30,26.8467,80.9462,60,Female,2,55,Male,Neighbor,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,2020-05-08 16:40:30,13.0827,80.2707,42,Male,2,73,Female,Neighbor,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Murder,2024-12-08 23:15:30,25.3176,82.9739,38,Female,4,68,Female,Friend,No,Unsolved
Maharashtra,Thane,Thane,Fraud,2024-01-02 15:47:30,19.2183,72.9781,43,Female,1,32,Female,Colleague,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Assault,2020-08-28 13:48:30,11.0168,76.9558,60,Female,4,40,Female,Neighbor,No,Ongoing
Maharashtra,Nagpur,Nagpur,Theft,2023-08-31 06:50:30,21.1458,79.0882,35,Female,0,22,Male,Neighbor,No,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Theft,2021-08-07 02:12:30,26.8467,80.9462,46,Female,0,19,Female,Stranger,No,Solved
Maharashtra,Pune,Pune,Burglary,2020-02-28 03:04:30,18.5204,73.8567,56,Female,2,60,Male,Colleague,Yes,Ongoing
Maharashtra,Thane,Mumbai,Theft,2020-04-29 23:08:30,19.076,72.8777,38,Male,3,80,Male,Colleague,Yes,Solved
Maharashtra,Navi Mumbai,Mumbai,Fraud,2022-08-22 09:16:30,19.076,72.8777,40,Female,3,17,Male,Colleague,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Burglary,2021-04-20 02:54:30,25.3176,82.9739,18,Male,3,32,Female,Stranger,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2024-08-28 15:35:30,13.0827,80.2707,54,Female,0,65,Female,Friend,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2023-10-07 13:31:30,25.3176,82.9739,28,Female,4,32,Female,Colleague,Yes,Ongoing
Maharashtra,Pune,Pune,Kidnapping,2024-12-09 05:52:30,18.5204,73.8567,32,Female,2,56,Female,Stranger,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Murder,2024-06-19 03:42:30,25.3176,82.9739,55,Female,5,55,Female,Family,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2022-02-10 20:53:30,11.0168,76.9558,20,Male,0,70,Female,Family,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2021-06-25 09:10:30,11.0168,76.9558,46,Male,0,66,Female,Family,No,Solved
Uttar Pradesh,Agra,Agra,Theft,2025-01-08 18:39:30,27.1767,78.0081,30,Female,1,11,Male,Neighbor,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2022-05-17 17:34:30,26.4499,80.3319,50,Male,0,25,Female,Friend,Yes,Ongoing
