State,City,District,Crime Type,Date & Time,Latitude,Longitude,Accused Age,Accused Gender,Prior Convictions,Victim Age,Victim Gender,Victim Relationship,FIR Filed,Case Status,Area
Maharashtra,Thane,Thane,Drug Offense,1/11/2018 10:52,19.19954,73.177778,39,Male,3,61,Female,Colleague,Yes,Ongoing,Saket
Maharashtra,Thane,Thane,Cybercrime,3/28/2020 14:17,19.215179,72.966125,64,Female,1,17,Male,Stranger,No,Solved,Manpada
Maharashtra,Thane,Thane,Kidnapping,11/21/2025 18:55,19.287291,73.078522,65,Female,2,25,Female,Friend,No,Solved,Manpada
Maharashtra,Thane,Thane,Kidnapping,1/8/2021 12:27,19.237223,73.013479,24,Male,3,47,Male,Stranger,No,Pending,Charai
Maharashtra,Thane,Thane,Drug Offense,3/4/2023 0:32,19.250914,72.98264,70,Male,3,27,Male,Neighbor,No,Pending,Panchpakhadi
Maharashtra,Thane,Thane,Domestic Violence,4/18/2021 12:18,19.273375,73.000487,48,Female,5,44,Male,Colleague,Yes,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Theft,10/15/2021 15:55,19.157496,73.171569,62,Male,3,14,Male,Neighbor,No,Ongoing,Majiwada
Maharashtra,Thane,Thane,Domestic Violence,4/16/2022 3:26,19.207891,73.095888,37,Female,3,30,Female,Friend,No,Solved,Naupada
Maharashtra,Thane,Thane,Domestic Violence,3/9/2021 5:13,19.223855,73.140664,22,Female,2,50,Male,Stranger,Yes,Ongoing,Naupada
Maharashtra,Thane,Thane,Kidnapping,3/4/2020 12:28,19.192605,73.015799,55,Male,4,11,Female,Neighbor,No,Solved,Dhokali
Maharashtra,Thane,Thane,Cybercrime,5/22/2023 3:13,19.178494,72.935083,41,Male,2,25,Female,Stranger,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Theft,11/8/2022 8:15,19.2183,72.9781,19,Female,3,32,Male,Stranger,No,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Fraud,10/29/2018 18:48,19.165097,73.186112,17,Male,5,69,Male,Stranger,No,Ongoing,Kopri
Maharashtra,Thane,Thane,Cybercrime,12/17/2018 12:26,19.205039,73.122194,23,Male,0,69,Male,Friend,No,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Cybercrime,10/29/2018 3:08,19.260916,73.005588,30,Female,1,69,Female,Colleague,Yes,Pending,Wagle Estate
Maharashtra,Thane,Thane,Kidnapping,7/26/2018 6:33,19.224123,73.04698,61,Male,5,45,Female,Family,No,Ongoing,Manpada
Maharashtra,Thane,Thane,Assault,8/27/2022 3:15,19.2183,72.9781,51,Male,5,16,Female,Stranger,No,Ongoing,Manpada
Maharashtra,Thane,Thane,Cybercrime,11/27/2023 12:11,19.161614,73.024681,67,Male,0,43,Male,Neighbor,Yes,Ongoing,Patlipada
Maharashtra,Thane,Thane,Kidnapping,12/10/2019 9:44,19.270981,73.193222,59,Male,4,70,Female,Friend,Yes,Pending,Majiwada
Maharashtra,Thane,Thane,Domestic Violence,6/3/2024 21:31,19.157261,73.11974,33,Male,2,18,Female,Friend,No,Pending,Manpada
Maharashtra,Thane,Thane,Theft,3/4/2022 6:23,19.190248,73.03936,60,Female,1,52,Female,Neighbor,No,Solved,Louis Wadi
Maharashtra,Thane,Thane,Drug Offense,6/25/2019 14:08,19.232882,73.085177,17,Male,4,66,Male,Colleague,Yes,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Fraud,12/6/2024 22:05,19.286777,73.128395,37,Female,3,31,Female,Stranger,No,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Assault,5/9/2022 20:03,19.275899,72.99332,48,Male,3,13,Female,Family,No,Ongoing,Patlipada
Maharashtra,Thane,Thane,Drug Offense,3/7/2021 23:13,19.234053,72.947014,48,Female,2,48,Female,Stranger,Yes,Ongoing,Kolshet
Maharashtra,Thane,Thane,Murder,3/10/2021 9:55,19.27646,72.907438,24,Female,4,12,Female,Neighbor,No,Solved,Saket
Maharashtra,Thane,Thane,Domestic Violence,1/11/2018 10:01,19.170772,73.15971,53,Male,2,27,Female,Friend,No,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Kidnapping,6/8/2019 15:39,19.29184,73.072249,41,Male,1,8,Female,Friend,Yes,Pending,Brahmand
Maharashtra,Thane,Thane,Domestic Violence,8/11/2021 0:43,19.274304,73.035701,44,Male,3,76,Female,Stranger,No,Ongoing,Majiwada
Maharashtra,Thane,Thane,Fraud,1/26/2023 18:20,19.203877,73.058834,42,Male,2,76,Male,Neighbor,No,Solved,Louis Wadi
Maharashtra,Thane,Thane,Domestic Violence,4/5/2023 2:46,19.283058,73.157761,48,Male,0,62,Female,Colleague,Yes,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Kidnapping,1/27/2025 13:11,19.177344,73.023514,59,Female,4,80,Female,Family,Yes,Solved,Saket
Maharashtra,Thane,Thane,Fraud,2/7/2023 12:54,19.2183,72.9781,57,Male,3,5,Female,Colleague,Yes,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Drug Offense,11/1/2020 17:13,19.166812,73.182755,27,Female,0,26,Female,Neighbor,Yes,Solved,Brahmand
Maharashtra,Thane,Thane,Drug Offense,5/21/2021 0:37,19.153458,73.178219,65,Male,0,71,Female,Stranger,Yes,Ongoing,Kopri
Maharashtra,Thane,Thane,Robbery,4/1/2018 6:53,19.196352,73.078101,42,Male,4,9,Female,Neighbor,No,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Cheating,4/12/2024 16:01,19.194901,73.073036,21,Male,2,49,Female,Friend,Yes,Pending,Dhokali
Maharashtra,Thane,Thane,Domestic Violence,4/29/2022 20:53,19.24141,72.948573,38,Male,2,55,Female,Family,Yes,Pending,Louis Wadi
Maharashtra,Thane,Thane,Cybercrime,3/18/2019 10:16,19.294745,73.007367,19,Female,2,49,Male,Neighbor,No,Ongoing,Manpada
Maharashtra,Thane,Thane,Cheating,7/10/2020 8:56,19.175674,72.915976,54,Male,3,33,Female,Colleague,No,Pending,Naupada
Maharashtra,Thane,Thane,Murder,12/18/2018 6:08,19.220262,73.047203,45,Male,4,68,Male,Stranger,Yes,Pending,Kolshet
Maharashtra,Thane,Thane,Assault,9/27/2024 21:53,19.2183,72.9781,41,Male,4,75,Male,Neighbor,No,Unsolved,Teen Hath Naka
Maharashtra,Thane,Thane,Drug Offense,5/26/2021 18:33,19.181215,72.99712,54,Male,2,10,Female,Stranger,Yes,Solved,Kopri
Maharashtra,Thane,Thane,Fraud,6/16/2018 8:23,19.257055,73.076927,33,Male,5,74,Male,Colleague,No,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Kidnapping,1/10/2020 12:37,19.250969,73.093085,40,Male,0,22,Female,Colleague,No,Ongoing,Patlipada
Maharashtra,Thane,Thane,Theft,2/7/2022 16:02,19.22064,73.134358,68,Female,0,68,Female,Colleague,Yes,Ongoing,Patlipada
Maharashtra,Thane,Thane,Fraud,2/7/2023 12:54,19.2183,72.9781,57,Male,3,5,Female,Colleague,Yes,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Cheating,12/21/2020 3:41,19.245494,72.9798,50,Male,4,52,Male,Friend,Yes,Ongoing,Majiwada
Maharashtra,Thane,Thane,Assault,7/10/2019 23:33,19.160205,72.999962,53,Male,1,18,Female,Colleague,No,Ongoing,Charai
Maharashtra,Thane,Mumbai,Kidnapping,1/1/2021 5:56,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved,Kasarvadavali
Maharashtra,Thane,Thane,Domestic Violence,5/19/2022 2:49,19.216663,72.989415,22,Male,5,12,Female,Colleague,No,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Cheating,2/15/2025 6:17,19.19406,73.193937,43,Female,5,60,Female,Friend,No,Ongoing,Brahmand
Maharashtra,Thane,Thane,Murder,8/15/2023 1:17,19.169309,73.180675,37,Male,5,18,Female,Friend,Yes,Solved,Kopri
Maharashtra,Thane,Thane,Fraud,6/12/2022 23:31,19.162399,73.09472,29,Female,4,11,Female,Friend,No,Solved,Majiwada
Maharashtra,Thane,Thane,Drug Offense,2/17/2024 22:18,19.275621,72.902334,51,Female,4,5,Male,Family,Yes,Pending,Kolshet
Maharashtra,Thane,Thane,Cybercrime,7/17/2019 1:11,19.218917,73.143107,52,Female,2,45,Female,Colleague,Yes,Solved,Charai
Maharashtra,Thane,Thane,Drug Offense,1/9/2019 10:08,19.218613,72.958873,69,Female,0,29,Female,Colleague,Yes,Ongoing,Teen Hath Naka
Maharashtra,Thane,Thane,Cybercrime,5/4/2024 3:43,19.173182,72.97596,65,Female,5,46,Male,Friend,No,Solved,Saket
Maharashtra,Thane,Mumbai,Theft,7/21/2020 14:51,19.076,72.8777,57,Female,1,16,Male,Colleague,No,Solved,Wagle Estate
Maharashtra,Thane,Thane,Fraud,10/28/2024 23:11,19.248426,73.164731,69,Female,1,58,Female,Neighbor,Yes,Ongoing,Charai
Maharashtra,Thane,Thane,Theft,2/2/2021 16:42,19.188974,72.932728,28,Male,4,73,Female,Stranger,No,Pending,Majiwada
Maharashtra,Thane,Thane,Kidnapping,6/17/2024 17:08,19.284083,72.928251,36,Female,4,19,Female,Colleague,No,Pending,Manpada
Maharashtra,Thane,Thane,Murder,3/14/2024 8:21,19.234346,72.913202,55,Male,2,59,Male,Friend,Yes,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Cheating,3/9/2024 2:49,19.156395,73.127891,25,Male,3,27,Male,Stranger,Yes,Solved,Manpada
Maharashtra,Thane,Thane,Cybercrime,1/20/2019 15:13,19.173142,72.921025,29,Female,3,14,Female,Colleague,No,Pending,Manpada
Maharashtra,Thane,Thane,Murder,2/21/2021 19:44,19.194029,72.977451,46,Female,3,15,Female,Colleague,No,Pending,Majiwada
Maharashtra,Thane,Thane,Drug Offense,10/28/2023 7:10,19.277295,73.139376,21,Female,2,34,Female,Colleague,Yes,Ongoing,Teen Hath Naka
Maharashtra,Thane,Thane,Fraud,1/29/2025 5:44,19.281394,72.985069,26,Female,0,78,Female,Friend,Yes,Solved,Teen Hath Naka
Maharashtra,Thane,Thane,Theft,6/5/2024 22:18,19.2183,72.9781,55,Female,3,35,Female,Stranger,Yes,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Murder,3/15/2023 11:19,19.16238,73.028639,56,Male,2,19,Male,Friend,Yes,Ongoing,Louis Wadi
Maharashtra,Thane,Thane,Drug Offense,2/7/2018 15:48,19.178674,73.063086,65,Male,2,76,Female,Neighbor,No,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Domestic Violence,3/14/2021 4:05,19.245444,73.008064,49,Male,3,73,Female,Neighbor,Yes,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Theft,11/8/2022 8:15,19.2183,72.9781,19,Female,3,32,Male,Stranger,No,Unsolved,Majiwada
Maharashtra,Thane,Thane,Kidnapping,5/20/2018 11:18,19.187761,73.120697,33,Female,1,66,Male,Family,Yes,Pending,Teen Hath Naka
Maharashtra,Thane,Thane,Cybercrime,12/24/2024 10:11,19.18329,73.095423,28,Female,3,38,Male,Neighbor,Yes,Ongoing,Patlipada
Maharashtra,Thane,Thane,Theft,3/29/2021 14:32,19.292646,72.93127,38,Male,3,41,Female,Friend,Yes,Pending,Dhokali
Maharashtra,Thane,Thane,Cybercrime,6/27/2018 9:17,19.190452,72.903815,56,Female,2,72,Male,Neighbor,Yes,Pending,Naupada
Maharashtra,Thane,Thane,Robbery,5/17/2023 22:15,19.278704,72.983506,38,Female,3,13,Male,Colleague,No,Solved,Charai
Maharashtra,Thane,Thane,Cheating,7/12/2025 15:36,19.279487,73.149333,32,Male,3,73,Female,Friend,Yes,Pending,Patlipada
Maharashtra,Thane,Thane,Cybercrime,7/13/2022 3:27,19.218416,73.148189,41,Female,5,57,Male,Family,Yes,Ongoing,Kasarvadavali
Maharashtra,Thane,Thane,Kidnapping,7/31/2025 3:33,19.248655,73.065955,55,Male,5,19,Female,Neighbor,No,Solved,Kasarvadavali
Maharashtra,Thane,Mumbai,Kidnapping,1/1/2021 5:56,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved,Kasarvadavali
Maharashtra,Thane,Thane,Theft,4/29/2022 9:26,19.192765,72.967746,70,Male,3,7,Male,Stranger,Yes,Pending,Manpada
Maharashtra,Thane,Thane,Cheating,4/10/2018 8:26,19.235587,72.987151,46,Male,1,47,Male,Neighbor,Yes,Ongoing,Majiwada
Maharashtra,Thane,Thane,Fraud,11/24/2022 19:18,19.275676,73.162213,54,Male,0,76,Male,Stranger,No,Solved,Patlipada
Maharashtra,Thane,Thane,Cheating,9/28/2024 9:58,19.272675,73.105044,70,Female,4,39,Male,Stranger,Yes,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Robbery,3/28/2025 15:49,19.229559,73.005718,46,Male,1,39,Female,Family,Yes,Pending,Kopri
Maharashtra,Thane,Thane,Cheating,4/23/2019 10:52,19.288621,72.993103,26,Male,5,32,Male,Friend,No,Ongoing,Dhokali
Maharashtra,Thane,Thane,Cheating,9/23/2022 16:08,19.278576,72.982739,46,Female,1,64,Female,Friend,No,Pending,Panchpakhadi
Maharashtra,Thane,Thane,Robbery,8/6/2024 17:59,19.239986,73.047944,42,Female,2,30,Female,Friend,Yes,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Murder,4/7/2023 11:29,19.209812,73.055524,17,Male,2,12,Male,Stranger,No,Pending,Kolshet
Maharashtra,Thane,Thane,Fraud,1/16/2023 19:03,19.156168,73.045107,66,Female,3,31,Male,Colleague,No,Pending,Louis Wadi
Maharashtra,Thane,Thane,Robbery,10/25/2020 18:49,19.210515,73.107236,41,Female,1,43,Male,Family,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Murder,7/27/2019 4:11,19.211877,72.908532,28,Female,4,20,Male,Stranger,No,Solved,Kolshet
Maharashtra,Thane,Thane,Fraud,1/8/2024 6:52,19.2183,72.9781,19,Female,4,42,Female,Family,No,Unsolved,Manpada
Maharashtra,Thane,Thane,Fraud,8/19/2024 2:41,19.197218,72.93065,46,Male,2,50,Female,Colleague,No,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Domestic Violence,10/15/2020 13:52,19.220084,72.991632,30,Male,4,78,Male,Family,Yes,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Cheating,6/27/2024 6:24,19.19411,72.96168,31,Female,0,23,Female,Friend,No,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Cybercrime,12/13/2018 3:16,19.204942,73.020551,45,Male,0,7,Male,Family,Yes,Solved,Louis Wadi
Maharashtra,Thane,Thane,Cheating,5/7/2019 18:31,19.29852,73.1172,46,Male,2,29,Male,Friend,No,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Robbery,5/14/2024 21:56,19.25624,73.146472,69,Male,2,13,Female,Neighbor,Yes,Pending,Dhokali
Maharashtra,Thane,Thane,Fraud,9/19/2020 0:37,19.174987,73.105344,63,Male,4,42,Male,Family,No,Solved,Manpada
Maharashtra,Thane,Thane,Domestic Violence,3/14/2021 7:38,19.253763,73.128833,29,Male,4,9,Male,Family,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Cheating,6/25/2019 16:01,19.260201,73.11068,55,Female,2,38,Male,Colleague,Yes,Ongoing,Majiwada
Maharashtra,Thane,Thane,Kidnapping,2/23/2022 1:22,19.21456,72.991308,43,Male,1,36,Female,Colleague,Yes,Pending,Manpada
Maharashtra,Thane,Thane,Murder,6/14/2025 11:42,19.161461,72.900766,55,Male,2,50,Male,Family,No,Pending,Kopri
Maharashtra,Thane,Thane,Theft,8/31/2018 8:16,19.238365,73.059177,36,Female,5,28,Female,Colleague,No,Solved,Naupada
Maharashtra,Thane,Thane,Cheating,6/18/2020 0:02,19.245065,72.919005,25,Female,4,45,Male,Neighbor,Yes,Solved,Charai
Maharashtra,Thane,Thane,Theft,9/17/2019 7:25,19.178102,73.070601,16,Male,1,16,Female,Stranger,Yes,Ongoing,Teen Hath Naka
Maharashtra,Thane,Thane,Fraud,6/1/2025 10:37,19.285101,72.934431,61,Male,3,35,Male,Colleague,Yes,Pending,Naupada
Maharashtra,Thane,Thane,Theft,11/8/2022 8:15,19.2183,72.9781,19,Female,3,32,Male,Stranger,No,Unsolved,Kolshet
Maharashtra,Thane,Thane,Domestic Violence,1/22/2019 8:45,19.215428,73.013608,51,Male,2,26,Male,Stranger,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Robbery,11/28/2021 22:03,19.237769,72.913268,21,Female,0,29,Male,Neighbor,Yes,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Theft,4/17/2025 1:35,19.263556,72.967756,30,Male,2,28,Female,Friend,No,Solved,Kopri
Maharashtra,Thane,Thane,Fraud,11/22/2023 9:49,19.2183,72.9781,21,Female,4,30,Female,Family,Yes,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Drug Offense,7/3/2023 23:37,19.169984,73.193871,42,Female,1,70,Male,Neighbor,No,Pending,Patlipada
Maharashtra,Thane,Thane,Assault,2/2/2018 11:14,19.190703,73.114481,28,Male,0,69,Female,Friend,Yes,Solved,Brahmand
Maharashtra,Thane,Thane,Cheating,8/19/2022 2:24,19.273003,72.940451,17,Male,1,17,Male,Neighbor,No,Ongoing,Naupada
Maharashtra,Thane,Thane,Murder,2/17/2018 23:06,19.290985,73.114606,70,Male,1,43,Male,Neighbor,Yes,Ongoing,Kolshet
Maharashtra,Thane,Thane,Cybercrime,10/29/2019 3:15,19.228499,73.0642,49,Male,1,66,Male,Stranger,Yes,Solved,Naupada
Maharashtra,Thane,Thane,Cheating,5/12/2021 8:33,19.245929,73.019004,51,Male,4,15,Female,Colleague,Yes,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Murder,2/25/2023 1:35,19.16994,73.085757,64,Male,3,52,Male,Friend,No,Solved,Louis Wadi
Maharashtra,Thane,Thane,Theft,11/8/2022 8:15,19.2183,72.9781,19,Female,3,32,Male,Stranger,No,Unsolved,Ghodbunder Road
Maharashtra,Thane,Thane,Assault,6/21/2024 21:16,19.270234,73.025054,33,Female,1,19,Male,Neighbor,No,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Fraud,9/10/2022 16:20,19.245915,73.154889,46,Female,2,30,Female,Neighbor,Yes,Solved,Ghodbunder Road
Maharashtra,Thane,Thane,Fraud,3/2/2022 9:13,19.240938,72.957422,23,Male,4,37,Female,Friend,Yes,Solved,Louis Wadi
Maharashtra,Thane,Thane,Assault,9/27/2024 21:53,19.2183,72.9781,41,Male,4,75,Male,Neighbor,No,Unsolved,Teen Hath Naka
Maharashtra,Thane,Thane,Murder,7/26/2021 3:03,19.170083,73.081455,31,Female,3,16,Male,Stranger,No,Pending,Vartak Nagar
Maharashtra,Thane,Thane,Theft,6/29/2021 14:13,19.195829,73.024441,30,Female,1,72,Male,Colleague,Yes,Pending,Vartak Nagar
Maharashtra,Thane,Thane,Theft,4/28/2023 21:08,19.241247,73.024293,40,Female,1,48,Female,Stranger,No,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Robbery,3/9/2021 11:09,19.159087,73.014894,56,Male,5,68,Male,Friend,Yes,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Domestic Violence,4/7/2022 14:31,19.290176,73.000162,65,Female,5,30,Female,Stranger,Yes,Solved,Dhokali
Maharashtra,Thane,Thane,Domestic Violence,1/16/2020 21:41,19.27583,73.161858,43,Male,3,56,Male,Family,Yes,Solved,Dhokali
Maharashtra,Thane,Thane,Cheating,10/17/2021 19:37,19.179192,73.029123,42,Male,1,70,Male,Family,No,Pending,Charai
Maharashtra,Thane,Thane,Domestic Violence,1/30/2021 3:57,19.272289,72.934722,66,Female,2,44,Female,Neighbor,Yes,Ongoing,Brahmand
Maharashtra,Thane,Thane,Fraud,5/4/2022 0:14,19.2183,72.9781,56,Female,1,45,Male,Friend,Yes,Ongoing,Kolshet
Maharashtra,Thane,Thane,Murder,10/19/2023 12:48,19.258529,72.954218,21,Male,0,31,Male,Neighbor,Yes,Solved,Saket
Maharashtra,Thane,Thane,Domestic Violence,5/16/2024 18:30,19.294036,73.073688,22,Male,2,53,Male,Neighbor,Yes,Ongoing,Louis Wadi
Maharashtra,Thane,Thane,Fraud,1/11/2019 1:14,19.175979,73.000311,44,Female,5,7,Male,Colleague,Yes,Solved,Majiwada
Maharashtra,Thane,Thane,Fraud,3/18/2020 10:36,19.23681,73.042207,42,Female,3,52,Male,Colleague,Yes,Ongoing,Manpada
Maharashtra,Thane,Thane,Kidnapping,12/22/2024 4:41,19.174832,72.985859,25,Male,4,58,Male,Friend,No,Pending,Charai
Maharashtra,Thane,Thane,Robbery,11/27/2022 4:54,19.170062,72.918529,64,Female,1,77,Female,Stranger,No,Solved,Manpada
Maharashtra,Thane,Thane,Kidnapping,4/21/2025 7:48,19.182763,73.033531,31,Male,0,40,Male,Colleague,Yes,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Theft,6/16/2023 15:44,19.2183,72.9781,53,Female,1,66,Male,Stranger,No,Ongoing,Naupada
Maharashtra,Thane,Thane,Domestic Violence,6/3/2018 9:42,19.232919,72.965679,23,Male,3,54,Male,Friend,Yes,Solved,Wagle Estate
Maharashtra,Thane,Thane,Murder,3/21/2024 21:16,19.28718,73.192429,38,Male,1,7,Male,Family,No,Pending,Kasarvadavali
Maharashtra,Thane,Thane,Cheating,12/15/2018 2:19,19.256094,73.056352,48,Male,5,75,Male,Family,No,Pending,Naupada
Maharashtra,Thane,Thane,Murder,6/21/2021 15:02,19.286838,73.101562,70,Female,0,14,Male,Family,No,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Fraud,6/10/2025 14:51,19.264092,73.17552,41,Male,2,10,Female,Friend,Yes,Solved,Naupada
Maharashtra,Thane,Thane,Theft,11/9/2022 11:27,19.250422,73.062574,20,Female,2,75,Female,Family,Yes,Ongoing,Manpada
Maharashtra,Thane,Thane,Theft,4/22/2020 0:06,19.291861,72.931893,40,Male,1,57,Male,Friend,No,Pending,Wagle Estate
Maharashtra,Thane,Thane,Cheating,1/9/2019 3:23,19.24218,73.015594,41,Male,0,26,Female,Neighbor,No,Pending,Panchpakhadi
Maharashtra,Thane,Thane,Fraud,2/26/2020 15:11,19.210776,73.124454,22,Female,2,68,Female,Stranger,No,Ongoing,Ghodbunder Road
Maharashtra,Thane,Thane,Robbery,2/6/2018 9:22,19.177482,72.939673,39,Male,4,62,Female,Colleague,Yes,Solved,Teen Hath Naka
Maharashtra,Thane,Thane,Murder,12/17/2020 6:24,19.244532,72.999168,60,Female,1,59,Male,Neighbor,No,Ongoing,Louis Wadi
Maharashtra,Thane,Thane,Cybercrime,4/9/2021 15:49,19.284079,73.157063,52,Female,5,51,Male,Stranger,No,Solved,Teen Hath Naka
Maharashtra,Thane,Thane,Robbery,1/16/2019 23:02,19.192304,73.053152,24,Female,3,45,Female,Stranger,Yes,Ongoing,Vartak Nagar
Maharashtra,Thane,Thane,Drug Offense,10/27/2022 11:07,19.277232,73.093892,19,Male,2,17,Female,Stranger,No,Ongoing,Saket
Maharashtra,Thane,Thane,Fraud,2/28/2024 12:04,19.283662,72.906211,50,Female,0,46,Female,Stranger,No,Pending,Manpada
Maharashtra,Thane,Thane,Theft,1/19/2023 18:03,19.265776,73.093502,40,Male,2,17,Female,Colleague,Yes,Solved,Wagle Estate
Maharashtra,Thane,Thane,Fraud,1/1/2020 5:52,19.235926,72.992722,51,Female,2,46,Female,Stranger,No,Pending,Wagle Estate
Maharashtra,Thane,Thane,Fraud,11/22/2023 9:49,19.2183,72.9781,21,Female,4,30,Female,Family,Yes,Unsolved,Teen Hath Naka
Maharashtra,Thane,Thane,Murder,1/7/2022 5:43,19.219895,72.929991,54,Female,1,77,Female,Colleague,No,Ongoing,Louis Wadi
Maharashtra,Thane,Thane,Cheating,2/16/2018 8:39,19.205254,72.934747,58,Male,2,6,Male,Family,Yes,Pending,Naupada
Maharashtra,Thane,Thane,Theft,9/14/2019 7:30,19.192278,72.944862,49,Female,3,20,Female,Neighbor,No,Solved,Manpada
Maharashtra,Thane,Thane,Theft,1/28/2025 3:06,19.177129,73.001551,66,Male,4,28,Female,Neighbor,No,Pending,Manpada
Maharashtra,Thane,Thane,Kidnapping,1/28/2023 10:08,19.214736,72.93332,18,Female,5,48,Female,Family,Yes,Ongoing,Brahmand
Maharashtra,Thane,Thane,Assault,1/7/2023 22:25,19.2183,72.9781,25,Female,4,45,Male,Stranger,No,Unsolved,Panchpakhadi
Maharashtra,Thane,Mumbai,Kidnapping,1/1/2021 5:56,19.076,72.8777,41,Male,4,80,Male,Stranger,Yes,Unsolved,Kolshet
Maharashtra,Thane,Thane,Drug Offense,12/13/2025 2:06,19.15605,72.989533,66,Male,5,60,Female,Stranger,Yes,Ongoing,Charai
Maharashtra,Thane,Thane,Cheating,1/9/2019 21:47,19.207506,73.117506,31,Male,0,51,Female,Stranger,No,Ongoing,Wagle Estate
Maharashtra,Thane,Thane,Cheating,5/6/2024 11:20,19.156703,73.174056,22,Male,5,30,Female,Friend,Yes,Pending,Panchpakhadi
Maharashtra,Thane,Thane,Cybercrime,1/16/2020 8:30,19.284806,73.014884,49,Female,4,40,Male,Colleague,No,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Cheating,12/5/2021 18:04,19.226563,72.964997,70,Female,4,74,Female,Colleague,Yes,Ongoing,Manpada
Maharashtra,Thane,Thane,Domestic Violence,5/13/2025 20:11,19.190277,72.94035,67,Male,5,67,Female,Colleague,No,Pending,Patlipada
Maharashtra,Thane,Thane,Cheating,10/14/2018 10:31,19.274923,72.918165,24,Male,2,40,Female,Stranger,Yes,Solved,Vartak Nagar
Maharashtra,Thane,Thane,Domestic Violence,6/7/2024 15:12,19.248629,72.983554,41,Female,2,74,Female,Colleague,No,Solved,Saket
Maharashtra,Thane,Thane,Robbery,1/6/2020 6:01,19.206972,72.947251,20,Female,3,62,Male,Friend,No,Solved,Kasarvadavali
Maharashtra,Thane,Thane,Drug Offense,12/3/2019 8:47,19.23435,73.084173,67,Female,2,57,Female,Stranger,No,Pending,Patlipada
Maharashtra,Thane,Thane,Murder,6/29/2024 4:23,19.189482,72.93997,38,Female,2,27,Male,Colleague,No,Pending,Saket
Maharashtra,Thane,Thane,Cheating,11/24/2020 19:18,19.278934,72.937605,27,Female,3,34,Male,Family,Yes,Ongoing,Panchpakhadi
Maharashtra,Thane,Thane,Cheating,6/1/2024 12:54,19.256981,72.988043,16,Male,0,66,Female,Friend,Yes,Solved,Panchpakhadi
Maharashtra,Thane,Thane,Kidnapping,7/14/2018 23:11,19.265523,72.958275,21,Male,5,48,Male,Colleague,Yes,Pending,Kasarvadavali
Maharashtra,Thane,Thane,Murder,11/20/2024 8:12,19.209455,73.019544,69,Male,3,13,Female,Stranger,No,Solved,Dhokali
Maharashtra,Thane,Thane,Assault,8/14/2024 17:23,19.239242,73.184147,55,Female,0,62,Female,Friend,Yes,Ongoing,Teen Hath Naka
Maharashtra,Thane,Thane,Robbery,7/30/2020 10:12,19.210429,72.954635,35,Male,1,36,Female,Stranger,No,Solved,Kolshet
Maharashtra,Thane,Thane,Fraud,12/25/2018 13:10,19.175863,73.093057,33,Male,1,63,Female,Colleague,Yes,Solved,Teen Hath Naka
Maharashtra,Thane,Thane,Burglary,2/1/2023 7:33,19.2183,72.9781,35,Female,3,23,Female,Stranger,No,Unsolved,Teen Hath Naka
Maharashtra,Thane,Thane,Assault,3/16/2018 10:25,19.257515,72.955477,37,Male,2,12,Female,Friend,No,Ongoing,Kopri
Maharashtra,Thane,Thane,Robbery,9/26/2020 0:30,19.192764,73.104619,54,Male,5,24,Female,Colleague,No,Ongoing,Ghodbunder Road
